fips,year,total_units
21103,2009,40
21103,2010,56
21103,2011,32
21103,2012,46
21103,2013,48
21103,2014,54
21103,2015,52
21103,2016,70
21103,2017,37
21103,2018,36
21103,2019,60
21103,2020,69
21103,2021,68
21103,2022,96
21103,2023,107
21103,2024,50
21107,2002,210
21107,2003,261
21107,2004,244
21107,2022,179
21107,2023,205
21107,2024,136
21109,2022,0
21109,2023,0
21109,2024,0
21111,2000,7795
21111,2001,7082
21111,2002,7594
21111,2003,7991
21111,2004,7769
21111,2005,2623
21111,2006,2738
21111,2007,5083
21111,2008,3744
21111,2009,1664
21111,2010,1806
21111,2011,1687
21111,2012,4088
21111,2013,3042
21111,2014,3326
21111,2015,2827
21111,2016,3197
21111,2017,3834
21111,2018,6224
21111,2019,4139
21111,2020,3040
21111,2021,2135
21111,2022,2835
21111,2023,7208
21111,2024,2929
21113,2000,807
21113,2001,986
21113,2002,1104
21113,2003,789
21113,2004,1262
21113,2005,1280
21113,2006,874
21113,2007,581
21113,2008,247
21113,2009,228
21113,2010,434
21113,2011,220
21113,2012,241
21113,2013,291
21113,2014,244
21113,2015,274
21113,2016,337
21113,2017,501
21113,2018,335
21113,2019,271
21113,2020,334
21113,2021,412
21113,2022,483
21113,2023,790
21113,2024,372
21115,2015,1
21115,2016,4
21115,2017,6
21115,2018,4
21115,2019,0
21115,2020,0
21115,2021,0
21115,2022,0
21117,2000,1168
21117,2001,1331
21117,2002,1513
21117,2003,1970
21117,2004,2293
21117,2005,2151
21117,2006,1576
21117,2007,980
21117,2008,803
21117,2009,628
21117,2010,515
21117,2011,481
21117,2012,485
21117,2013,496
21117,2014,556
21117,2015,505
21117,2016,701
21117,2017,625
21117,2018,536
21117,2019,616
21117,2020,622
21117,2021,1293
21117,2022,848
21117,2023,569
21117,2024,867
21121,2015,0
21121,2016,0
21121,2017,0
21121,2018,0
21121,2019,0
21121,2020,0
21121,2021,0
21121,2022,0
21121,2023,0
21121,2024,0
21123,2000,NA
21123,2001,NA
21123,2002,NA
21123,2003,90
21123,2004,133
21123,2015,59
21123,2016,47
21123,2017,61
21123,2018,85
21123,2019,74
21123,2020,74
21123,2021,120
21123,2022,100
21123,2023,121
21123,2024,57
21125,2000,NA
21125,2001,68
21125,2002,32
21125,2003,25
21125,2004,22
21125,2022,25
21125,2023,12
21125,2024,26
21133,2022,0
21133,2023,0
21133,2024,0
21135,2022,0
21135,2023,0
21135,2024,0
21137,2004,404
21137,2005,314
21137,2006,196
21137,2007,205
21137,2008,130
21137,2009,88
21137,2010,75
21137,2011,40
21137,2012,72
21137,2013,52
21137,2014,57
21137,2015,58
21137,2016,56
21137,2017,47
21137,2018,42
21137,2019,51
21137,2020,60
21137,2021,73
21137,2022,73
21137,2023,66
21137,2024,63
21141,2022,13
21141,2023,9
21141,2024,19
21143,2022,13
21143,2023,13
21143,2024,1
21145,2015,975
21145,2016,478
21145,2017,258
21145,2018,231
21145,2019,246
21145,2020,148
21145,2021,232
21145,2022,292
21145,2023,293
21145,2024,176
21147,2007,0
21147,2022,0
21147,2023,0
21147,2024,0
21149,2022,0
21149,2023,0
21149,2024,0
21151,2004,902
21151,2005,983
21151,2006,674
21151,2007,462
21151,2008,354
21151,2009,251
21151,2010,260
21151,2011,368
21151,2012,312
21151,2013,254
21151,2014,269
21151,2015,356
21151,2016,483
21151,2017,302
21151,2018,432
21151,2019,387
21151,2020,409
21151,2021,515
21151,2022,1026
21151,2023,729
21151,2024,596
21155,2022,50
21155,2023,38
21155,2024,36
21157,2000,158
21157,2001,NA
21157,2002,265
21157,2003,211
21157,2004,44
21157,2005,47
21157,2006,41
21157,2007,33
21157,2008,54
21157,2009,67
21157,2010,71
21157,2011,71
21157,2012,109
21157,2013,123
21157,2014,138
21157,2015,48
21157,2016,166
21157,2017,150
21157,2018,156
21157,2019,166
21157,2020,182
21157,2021,186
21157,2022,370
21157,2023,262
21157,2024,180
21161,2000,34
21161,2001,44
21161,2002,52
21161,2003,70
21161,2004,86
21161,2015,40
21161,2016,52
21161,2017,42
21161,2018,36
21161,2019,28
21161,2020,64
21161,2021,58
21161,2022,46
21161,2023,64
21161,2024,44
21163,2004,72
21163,2005,326
21163,2006,307
21163,2007,329
21163,2008,227
21163,2009,199
21163,2010,415
21163,2011,188
21163,2012,138
21163,2013,162
21163,2014,140
21163,2015,165
21163,2016,150
21163,2017,147
21163,2018,136
21163,2019,203
21163,2020,251
21163,2021,179
21163,2022,203
21163,2023,199
21163,2024,144
21167,2000,234
21167,2001,NA
21167,2002,NA
21167,2003,268
21167,2004,224
21167,2005,227
21167,2006,164
21167,2007,240
21167,2008,98
21167,2009,72
21167,2010,54
21167,2011,37
21167,2012,51
21167,2013,59
21167,2014,61
21167,2015,61
21167,2016,77
21167,2017,71
21167,2018,50
21167,2019,49
21167,2020,99
21167,2021,93
21167,2022,248
21167,2023,292
21167,2024,172
21173,2022,51
21173,2023,56
21173,2024,60
21175,2015,17
21175,2016,20
21175,2017,22
21175,2018,21
21175,2019,24
21175,2020,18
21175,2021,8
21175,2022,4
21175,2023,4
21175,2024,2
21177,2022,7
21177,2023,5
21177,2024,5
21179,2000,936
21179,2001,914
21179,2002,986
21179,2003,962
21179,2004,872
21179,2005,978
21179,2006,661
21179,2007,516
21179,2008,331
21179,2009,358
21179,2010,270
21179,2011,298
21179,2012,224
21179,2013,274
21179,2014,386
21179,2015,322
21179,2016,318
21179,2017,362
21179,2018,336
21179,2019,590
21179,2020,564
21179,2021,626
21179,2022,614
21179,2023,566
21179,2024,203
21181,2022,0
21181,2023,2
21181,2024,1
21183,2022,11
21183,2023,10
21183,2024,10
21185,2000,1222
21185,2001,1352
21185,2002,1268
21185,2003,1520
21185,2004,1424
21185,2005,814
21185,2006,544
21185,2007,331
21185,2008,204
21185,2009,163
21185,2010,115
21185,2011,110
21185,2012,167
21185,2013,204
21185,2014,212
21185,2015,235
21185,2016,304
21185,2017,373
21185,2018,347
21185,2019,309
21185,2020,587
21185,2021,681
21185,2022,664
21185,2023,647
21185,2024,529
21187,2022,32
21187,2023,34
21187,2024,13
21191,2000,0
21191,2001,NA
21191,2002,NA
21191,2003,4
21191,2004,0
21191,2005,6
21191,2006,0
21191,2007,0
21191,2008,0
21191,2009,0
21191,2010,0
21191,2011,0
21191,2012,0
21191,2013,0
21191,2014,0
21191,2015,0
21191,2016,0
21191,2017,0
21191,2018,0
21191,2019,0
21191,2020,0
21191,2021,0
21191,2022,0
21191,2023,0
21191,2024,0
21193,2022,0
21193,2023,0
21193,2024,0
21195,2022,43
21195,2023,22
21195,2024,4
21197,2022,2
21197,2023,2
21197,2024,3
21199,2022,33
21199,2023,16
21199,2024,190
21205,2005,7
21205,2006,3
21205,2007,10
21205,2008,13
21205,2009,3
21205,2010,3
21205,2011,3
21205,2012,32
21205,2013,70
21205,2014,28
21205,2022,15
21205,2023,7
21205,2024,10
21207,2022,38
21207,2023,2
21207,2024,0
21209,2000,NA
21209,2001,NA
21209,2002,NA
21209,2003,1236
21209,2004,1532
21209,2005,2180
21209,2006,1276
21209,2007,914
21209,2008,548
21209,2009,561
21209,2010,305
21209,2011,368
21209,2012,459
21209,2013,789
21209,2014,620
21209,2015,979
21209,2016,1862
21209,2017,942
21209,2018,1052
21209,2019,619
21209,2020,679
21209,2021,1182
21209,2022,671
21209,2023,608
21209,2024,607
21211,2000,844
21211,2001,680
21211,2002,942
21211,2003,992
21211,2004,1180
21211,2005,1118
21211,2006,854
21211,2007,530
21211,2008,304
21211,2009,234
21211,2010,218
21211,2011,149
21211,2012,268
21211,2013,298
21211,2014,392
21211,2015,508
21211,2016,754
21211,2017,1006
21211,2018,464
21211,2019,557
21211,2020,656
21211,2021,902
21211,2022,590
21211,2023,674
21211,2024,330
21213,2000,228
21213,2001,244
21213,2002,286
21213,2003,170
21213,2004,225
21213,2005,182
21213,2006,141
21213,2007,127
21213,2008,54
21213,2009,67
21213,2010,28
21213,2011,91
21213,2012,59
21213,2013,75
21213,2014,30
21213,2015,130
21213,2016,122
21213,2017,130
21213,2018,311
21213,2019,309
21213,2020,327
21213,2021,260
21213,2022,564
21213,2023,258
21213,2024,308
21215,2004,506
21215,2005,794
21215,2006,480
21215,2007,422
21215,2008,204
21215,2009,125
21215,2010,185
21215,2011,84
21215,2012,98
21215,2013,150
21215,2014,162
21215,2015,162
21215,2016,262
21215,2017,294
21215,2018,294
21215,2019,260
21215,2020,335
21215,2021,348
21215,2022,180
21215,2023,154
21215,2024,148
21217,2021,8
21217,2022,10
21217,2023,9
21217,2024,8
21219,2022,28
21219,2023,44
21219,2024,30
21221,2004,17
21221,2005,16
21221,2006,29
21221,2007,36
21221,2008,18
21221,2009,20
21221,2010,4
21221,2011,40
21221,2012,4
21221,2013,16
21221,2014,4
21221,2015,0
21221,2016,20
21221,2017,6
21221,2018,14
21221,2019,38
21221,2020,162
21221,2021,20
21221,2022,6
21221,2023,6
21221,2024,20
21225,2015,23
21225,2016,16
21225,2017,15
21225,2018,2
21227,2022,3258
21227,2023,2888
21227,2024,2036
21229,2022,18
21229,2023,24
21229,2024,12
21231,2022,0
21233,2022,4
21233,2023,4
21233,2024,4
21235,2022,63
21235,2023,52
21235,2024,34
21239,2000,322
21239,2001,NA
21239,2002,264
21239,2003,318
21239,2004,379
21239,2005,245
21239,2006,261
21239,2007,321
21239,2008,174
21239,2009,140
21239,2010,100
21239,2011,104
21239,2012,132
21239,2013,214
21239,2014,202
21239,2015,200
21239,2016,170
21239,2017,184
21239,2018,259
21239,2019,308
21239,2020,198
21239,2021,248
21239,2022,190
21239,2023,138
21239,2024,154
22001,2022,168
22001,2023,119
22001,2024,123
22003,2022,51
22003,2023,44
22003,2024,32
22005,2015,1445
22005,2016,1515
22005,2017,1237
22005,2018,1298
22005,2019,1152
22005,2020,1179
22005,2021,1147
22005,2022,1458
22005,2023,866
22005,2024,582
22007,2000,130
22007,2001,NA
22007,2002,NA
22007,2003,148
22007,2004,175
22007,2022,31
22007,2023,38
22007,2024,35
22009,2007,107
22009,2008,60
22009,2009,37
22009,2010,39
22009,2011,32
22009,2012,38
22009,2013,152
22009,2014,97
22009,2022,30
22009,2023,17
22009,2024,11
22011,2022,139
22011,2023,110
22011,2024,63
22013,2022,13
22013,2023,15
22013,2024,14
22015,2015,1376
22015,2016,1050
22015,2017,1221
22015,2018,1316
22015,2019,1162
22015,2020,958
22015,2021,1233
22015,2022,974
22015,2023,1191
22015,2024,927
22017,2009,200
22017,2010,531
22017,2011,535
22017,2012,516
22017,2013,529
22017,2014,525
22017,2015,729
22017,2016,526
22017,2017,548
22017,2018,435
22017,2019,511
22017,2020,396
22017,2021,352
22017,2022,333
22017,2023,375
22017,2024,366
22019,2022,1880
22019,2023,1964
22019,2024,1790
22021,2022,15
22021,2023,10
22021,2024,6
22023,2022,52
22023,2023,30
22023,2024,42
22025,2022,4
22025,2023,1
22025,2024,36
22027,2022,5
22027,2023,4
22027,2024,2
22029,2022,20
22029,2023,26
22029,2024,21
22031,2015,191
22031,2016,390
22031,2017,225
22031,2018,182
22031,2019,167
22031,2020,184
22031,2021,159
22031,2022,145
22031,2023,123
22031,2024,89
22033,2015,2614
22033,2016,2156
22033,2017,2348
22033,2018,2650
22033,2019,2404
22033,2020,2719
22033,2021,2896
22033,2022,1442
22033,2023,1278
22033,2024,989
22035,2022,0
22035,2023,0
22035,2024,0
22037,2015,90
22037,2016,74
22037,2017,103
22037,2018,88
22037,2019,94
22037,2020,108
22037,2021,146
22037,2022,132
22037,2023,84
22037,2024,42
22039,2008,72
22039,2009,138
22039,2010,106
22039,2011,88
22039,2012,164
22039,2013,98
22039,2014,119
22039,2022,72
22039,2023,52
22039,2024,38
22041,2022,26
22041,2023,25
22041,2024,17
22043,2022,102
22043,2023,53
22043,2024,4
22045,2022,204
22045,2023,204
22045,2024,133
22047,2015,110
22047,2016,183
22047,2017,160
22047,2018,133
22047,2019,112
22047,2020,118
22047,2021,138
22047,2022,265
22047,2023,137
22047,2024,92
22049,2022,17
22049,2023,16
22049,2024,4
22051,2004,2474
22051,2005,1811
22051,2006,1432
22051,2007,1754
22051,2008,1429
22051,2009,719
22051,2010,548
22051,2011,409
22051,2012,369
22051,2013,393
22051,2014,557
22051,2015,452
22051,2016,848
22051,2017,665
22051,2018,729
22051,2019,991
22051,2020,1080
22051,2021,1921
22051,2022,914
22051,2023,1269
22051,2024,547
22053,2022,282
22053,2023,120
22053,2024,78
22055,2015,3460
22055,2016,2367
22055,2017,1903
22055,2018,1533
22055,2019,1630
22055,2020,3507
22055,2021,3741
22055,2022,2332
22055,2023,3211
22055,2024,1451
22057,2022,958
22057,2023,637
22057,2024,451
22059,2022,10
22059,2023,3
22059,2024,9
22061,2022,112
22061,2023,129
22061,2024,168
22063,2015,876
22063,2016,949
22063,2017,888
22063,2018,1063
22063,2019,905
22063,2020,1111
22063,2021,1511
22063,2022,1106
22063,2023,1079
22063,2024,742
22065,2022,2
22065,2023,0
22065,2024,2
22067,2022,1
22067,2023,6
22067,2024,11
22069,2022,128
22069,2023,161
22069,2024,84
22071,2000,1210
22071,2001,970
22071,2002,1014
22071,2003,1834
22071,2004,1774
22071,2005,670
22071,2006,1422
22071,2007,6092
22071,2008,5148
22071,2009,3122
22071,2010,2160
22071,2011,1811
22071,2012,1765
22071,2013,1480
22071,2014,1697
22071,2015,732
22071,2016,745
22071,2017,547
22071,2018,684
22071,2019,1103
22071,2020,1892
22071,2021,1576
22071,2022,1622
22071,2023,1898
22071,2024,927
22073,2022,688
22073,2023,484
22073,2024,400
22075,2004,314
22075,2005,131
22075,2006,138
22075,2007,305
22075,2008,165
22075,2009,124
22075,2010,144
22075,2011,101
22075,2012,83
22075,2013,190
22075,2014,145
22075,2015,100
22075,2016,93
22075,2017,83
22075,2018,52
22075,2019,133
22075,2020,134
22075,2021,160
22075,2022,175
22075,2023,93
22075,2024,110
22077,2007,44
22077,2008,82
22077,2009,130
22077,2010,90
22077,2011,92
22077,2012,84
22077,2013,92
22077,2014,108
22077,2015,94
22077,2016,87
22077,2017,104
22077,2018,108
22077,2019,88
22077,2020,136
22077,2021,128
22077,2022,84
22077,2023,70
22077,2024,94
22079,2022,585
22079,2023,327
22079,2024,176
22081,2022,9
22081,2023,7
22081,2024,3
22083,2022,40
22083,2023,22
22083,2024,42
22085,2022,172
22085,2023,160
22085,2024,60
22087,2000,216
22087,2001,324
22087,2002,220
22087,2003,212
22087,2004,192
22087,2005,79
22087,2006,254
22087,2007,410
22087,2008,198
22087,2009,66
22087,2010,34
22087,2011,40
22087,2012,32
22087,2013,80
22087,2014,78
22087,2015,154
22087,2016,168
22087,2017,224
22087,2018,356
22087,2019,416
22087,2020,680
22087,2021,648
22087,2022,448
22087,2023,228
22087,2024,143
22089,2000,356
22089,2001,392
22089,2002,446
22089,2003,644
22089,2004,670
22089,2005,504
22089,2006,1075
22089,2007,248
22089,2008,135
22089,2009,120
22089,2010,98
22089,2011,108
22089,2012,107
22089,2013,142
22089,2014,123
22089,2015,161
22089,2016,244
22089,2017,260
22089,2018,381
22089,2019,243
22089,2020,276
22089,2021,318
22089,2022,269
22089,2023,164
22089,2024,83
22091,2004,35
22091,2008,17
22091,2009,10
22091,2010,21
22091,2011,6
22091,2012,0
22091,2013,0
22091,2014,0
22091,2015,0
22091,2016,0
22091,2017,0
22091,2018,33
22091,2019,35
22091,2020,38
22091,2021,39
22091,2022,19
22091,2023,12
22091,2024,8
22093,2022,87
22093,2023,58
22093,2024,47
22095,2004,514
22095,2005,391
22095,2006,571
22095,2007,136
22095,2008,146
22095,2009,184
22095,2010,87
22095,2011,71
22095,2012,68
22095,2013,67
22095,2014,66
22095,2015,46
22095,2016,54
22095,2017,54
22095,2018,50
22095,2019,50
22095,2020,152
22095,2021,146
22095,2022,85
22095,2023,65
22095,2024,63
22097,2022,188
22097,2023,255
22097,2024,101
22099,2015,295
22099,2016,301
22099,2017,322
22099,2018,193
22099,2019,176
22099,2020,229
22099,2021,148
22099,2022,99
22099,2023,48
22099,2024,39
22101,2022,74
22101,2023,26
22101,2024,33
22103,2004,6699
22103,2005,3978
22103,2006,5117
22103,2007,4686
22103,2008,2003
22103,2009,1190
22103,2010,1125
22103,2011,1524
22103,2012,1753
22103,2013,2092
22103,2014,2563
22103,2015,2459
22103,2016,2776
22103,2017,2798
22103,2018,2827
22103,2019,3215
22103,2020,2925
22103,2021,3826
22103,2022,2943
22103,2023,1657
22103,2024,1517
22105,2011,511
22105,2012,1162
22105,2013,1330
22105,2014,1082
22105,2022,1889
22105,2023,1691
22105,2024,911
22107,2022,0
22107,2023,2
22107,2024,0
22109,2000,822
22109,2001,878
22109,2002,NA
22109,2003,1401
22109,2004,1078
22109,2005,1053
22109,2006,1259
22109,2007,594
22109,2008,550
22109,2009,492
22109,2010,322
22109,2011,362
22109,2012,562
22109,2013,512
22109,2014,523
22109,2015,409
22109,2016,288
22109,2017,278
22109,2018,298
22109,2019,174
22109,2020,178
22109,2021,208
22109,2022,219
22109,2023,590
22109,2024,386
22111,2022,1
22111,2023,2
22111,2024,1
22113,2022,407
22113,2023,510
22113,2024,307
22115,2022,92
22115,2023,97
22115,2024,29
22117,2008,217
22117,2009,204
22117,2010,121
22117,2011,172
22117,2012,132
22117,2013,148
22117,2014,136
22117,2022,5
22117,2023,4
22117,2024,12
22119,2022,47
22119,2023,44
22119,2024,29
22121,2015,450
22121,2016,450
22121,2017,494
22121,2018,1103
22121,2019,490
22121,2020,410
22121,2021,367
22121,2022,268
22121,2023,242
22121,2024,120
22123,2022,17
22123,2023,1
22123,2024,0
22125,2015,104
22125,2016,58
22125,2017,69
22125,2018,71
22125,2019,72
22125,2020,106
22125,2021,86
22125,2022,69
22125,2023,73
22125,2024,50
22127,2022,2
22127,2023,1
22127,2024,1
23000,2004,297
23000,2005,231
23000,2006,205
23000,2007,164
23000,2008,110
23000,2009,85
23000,2010,101
23000,2011,69
23000,2012,65
23000,2013,71
23000,2014,76
23000,2015,65
23000,2016,83
23000,2017,93
23000,2018,76
23000,2019,69
23000,2020,102
23000,2021,118
23000,2022,116
23000,2023,110
23000,2024,82
23001,2022,497
23001,2023,509
23001,2024,351
23003,2022,70
23003,2023,64
23003,2024,71
23005,2022,3418
23005,2023,2558
23005,2024,1851
23007,2022,261
23007,2023,203
23007,2024,150
23009,2022,441
23009,2023,676
23009,2024,297
23011,2022,540
23011,2023,585
23011,2024,426
23013,2022,185
23013,2023,202
23013,2024,135
23015,2022,229
23015,2023,209
23015,2024,146
23017,2022,475
23017,2023,364
23017,2024,309
23019,2022,592
23019,2023,430
23019,2024,371
23021,2022,73
23021,2023,111
23021,2024,82
23023,2004,249
23023,2022,282
23023,2023,285
23023,2024,245
23025,2022,156
23025,2023,140
23025,2024,130
23027,2022,180
23027,2023,226
23027,2024,143
23029,2022,45
23029,2023,54
23029,2024,55
23031,2004,2817
23031,2022,1542
23031,2023,1687
23031,2024,1147
24001,2022,44
24001,2023,26
24001,2024,26
24003,2000,5915
24003,2001,4924
24003,2002,4898
24003,2003,5956
24003,2004,5011
24003,2005,4024
24003,2006,3104
24003,2007,3990
24003,2008,2125
24003,2009,2200
24003,2010,2480
24003,2011,3389
24003,2012,2151
24003,2013,3835
24003,2014,3976
24003,2015,4977
24003,2016,3734
24003,2017,4799
24003,2018,4051
24003,2019,6373
24003,2020,4031
24003,2021,3527
24003,2022,3548
