fips,year,total_units
47149,2024,4625
47151,2000,6
47151,2001,NA
47151,2002,NA
47151,2004,6
47151,2022,4
47151,2023,11
47151,2024,3
47153,2015,6
47153,2016,8
47153,2017,12
47153,2018,20
47153,2019,16
47153,2020,25
47153,2021,22
47153,2022,24
47153,2023,22
47153,2024,48
47155,2022,2597
47155,2023,1749
47155,2024,1556
47157,2000,13055
47157,2001,9343
47157,2002,10151
47157,2003,10882
47157,2004,11110
47157,2005,11092
47157,2006,10330
47157,2007,8650
47157,2008,3100
47157,2009,1788
47157,2010,3246
47157,2011,2798
47157,2012,4650
47157,2013,3844
47157,2014,3032
47157,2015,4650
47157,2016,4608
47157,2017,3384
47157,2018,4502
47157,2019,2346
47157,2020,3886
47157,2021,4118
47157,2022,3740
47157,2023,4052
47157,2024,3428
47159,2004,84
47159,2005,329
47159,2006,147
47159,2007,163
47159,2008,124
47159,2009,73
47159,2010,95
47159,2011,49
47159,2012,66
47159,2013,61
47159,2014,107
47159,2015,80
47159,2016,113
47159,2017,128
47159,2018,135
47159,2019,148
47159,2020,187
47159,2021,239
47159,2022,220
47159,2023,243
47159,2024,180
47161,2015,0
47161,2016,30
47161,2017,5
47161,2018,6
47161,2019,2
47161,2020,5
47161,2021,10
47161,2022,2
47161,2023,6
47161,2024,10
47163,2022,1130
47163,2023,975
47163,2024,439
47165,2000,1734
47165,2001,2754
47165,2002,2273
47165,2003,2437
47165,2004,3068
47165,2005,3571
47165,2006,3296
47165,2007,2518
47165,2008,1476
47165,2009,1016
47165,2010,938
47165,2011,690
47165,2012,1001
47165,2013,1219
47165,2014,1272
47165,2015,1735
47165,2016,2614
47165,2017,4630
47165,2018,3478
47165,2019,2816
47165,2020,3842
47165,2021,3670
47165,2022,3918
47165,2023,3485
47165,2024,2604
47167,2000,861
47167,2001,842
47167,2002,1277
47167,2003,927
47167,2004,1046
47167,2005,1154
47167,2006,1036
47167,2007,665
47167,2008,287
47167,2009,562
47167,2010,214
47167,2011,116
47167,2012,153
47167,2013,172
47167,2014,221
47167,2015,166
47167,2016,256
47167,2017,244
47167,2018,278
47167,2019,265
47167,2020,314
47167,2021,451
47167,2022,332
47167,2023,352
47167,2024,193
47169,2004,70
47169,2005,90
47169,2006,135
47169,2007,110
47169,2008,52
47169,2009,46
47169,2010,16
47169,2011,48
47169,2012,32
47169,2013,56
47169,2014,90
47169,2015,138
47169,2016,114
47169,2017,176
47169,2018,250
47169,2019,185
47169,2020,166
47169,2021,210
47169,2022,248
47169,2023,244
47169,2024,75
47171,2022,10
47171,2023,25
47171,2024,25
47173,2015,122
47173,2016,157
47173,2017,194
47173,2018,199
47173,2019,176
47173,2020,187
47173,2021,233
47173,2022,223
47173,2023,198
47173,2024,178
47175,2015,0
47175,2016,0
47175,2017,2
47175,2018,4
47175,2019,0
47175,2020,0
47175,2021,4
47175,2022,5
47175,2023,2
47175,2024,5
47177,2000,118
47177,2001,62
47177,2002,NA
47177,2003,62
47177,2004,138
47177,2022,435
47177,2023,425
47177,2024,282
47179,2004,1612
47179,2005,1583
47179,2006,1528
47179,2007,1159
47179,2008,1576
47179,2009,714
47179,2010,1167
47179,2011,622
47179,2012,980
47179,2013,1488
47179,2014,1308
47179,2022,1480
47179,2023,1674
47179,2024,1416
47181,2022,1
47181,2023,0
47181,2024,0
47183,2022,109
47183,2023,98
47183,2024,86
47185,2022,195
47185,2023,213
47185,2024,145
47187,2000,1755
47187,2001,2313
47187,2002,2418
47187,2003,2337
47187,2004,2843
47187,2005,3520
47187,2006,2830
47187,2007,1815
47187,2008,1038
47187,2009,877
47187,2010,1069
47187,2011,1539
47187,2012,3090
47187,2013,2703
47187,2014,3082
47187,2022,2764
47187,2023,2987
47187,2024,3047
47189,2000,1637
47189,2001,1652
47189,2002,1886
47189,2003,2733
47189,2004,2031
47189,2005,2780
47189,2006,2298
47189,2007,2488
47189,2008,1641
47189,2009,1010
47189,2010,1751
47189,2011,952
47189,2012,1119
47189,2013,1893
47189,2014,2174
47189,2015,2672
47189,2016,2641
47189,2017,4354
47189,2018,2525
47189,2019,3361
47189,2020,3564
47189,2021,4465
47189,2022,3286
47189,2023,2919
47189,2024,2591
48001,2022,297
48001,2023,141
48001,2024,35
48003,2022,42
48003,2023,59
48003,2024,124
48005,2022,165
48005,2023,169
48005,2024,93
48007,2004,320
48007,2022,318
48007,2023,302
48007,2024,254
48009,2022,54
48009,2023,64
48009,2024,24
48011,2022,0
48011,2023,0
48011,2024,0
48013,2004,153
48013,2005,122
48013,2006,147
48013,2007,136
48013,2008,79
48013,2009,57
48013,2010,68
48013,2011,106
48013,2012,86
48013,2013,90
48013,2014,88
48013,2015,82
48013,2016,53
48013,2017,63
48013,2018,67
48013,2019,58
48013,2020,74
48013,2021,124
48013,2022,80
48013,2023,194
48013,2024,288
48015,2004,9
48015,2005,95
48015,2006,80
48015,2007,87
48015,2008,89
48015,2009,69
48015,2010,38
48015,2011,33
48015,2012,44
48015,2013,43
48015,2014,26
48015,2015,20
48015,2016,41
48015,2017,44
48015,2018,40
48015,2019,36
48015,2020,31
48015,2021,28
48015,2022,69
48015,2023,479
48015,2024,386
48017,2022,0
48017,2023,0
48017,2024,0
48019,2004,0
48019,2005,104
48019,2006,20
48019,2007,7
48019,2008,1
48019,2009,2
48019,2010,0
48019,2011,2
48019,2012,2
48019,2013,0
48019,2014,2
48019,2015,2
48019,2016,2
48019,2017,1
48019,2018,1
48019,2019,4
48019,2020,2
48019,2021,2
48019,2022,3
48019,2023,3
48019,2024,2
48021,2004,417
48021,2005,436
48021,2006,756
48021,2007,412
48021,2008,44
48021,2009,46
48021,2010,62
48021,2011,142
48021,2012,90
48021,2013,162
48021,2014,334
48021,2015,253
48021,2016,306
48021,2017,294
48021,2018,273
48021,2019,264
48021,2020,764
48021,2021,1532
48021,2022,978
48021,2023,2682
48021,2024,2272
48023,2022,0
48023,2023,0
48025,2015,13
48025,2016,10
48025,2017,8
48025,2018,8
48025,2019,23
48025,2020,27
48025,2021,31
48025,2022,13
48025,2023,10
48025,2024,11
48027,2015,3661
48027,2016,3368
48027,2017,4429
48027,2018,4263
48027,2019,4130
48027,2020,5451
48027,2021,6736
48027,2022,5067
48027,2023,4366
48027,2024,3671
48029,2004,2985
48029,2005,34133
48029,2006,28349
48029,2007,18242
48029,2008,14718
48029,2009,7770
48029,2010,7566
48029,2011,7493
48029,2012,8943
48029,2013,7084
48029,2014,9535
48029,2015,9176
48029,2016,9317
48029,2017,10881
48029,2018,11438
48029,2019,17132
48029,2020,19372
48029,2021,25026
48029,2022,34640
48029,2023,20789
48029,2024,10857
48031,2022,25
48031,2023,21
48031,2024,15
48035,2022,9
48035,2023,12
48035,2024,9
48037,2022,160
48037,2023,93
48037,2024,97
48039,2000,3432
48039,2001,4246
48039,2002,5829
48039,2003,6394
48039,2004,8734
48039,2005,9308
48039,2006,6999
48039,2007,7316
48039,2008,4199
48039,2009,4546
48039,2010,3913
48039,2011,3152
48039,2012,4323
48039,2013,4084
48039,2014,4296
48039,2022,6402
48039,2023,7147
48039,2024,4221
48041,2000,2512
48041,2001,2836
48041,2002,3277
48041,2003,3682
48041,2004,2315
48041,2005,3169
48041,2006,2897
48041,2007,3744
48041,2008,4272
48041,2009,1626
48041,2010,1650
48041,2011,1985
48041,2012,3008
48041,2013,3210
48041,2014,3572
48041,2022,3382
48041,2023,2732
48041,2024,3080
48043,2022,7
48043,2023,4
48043,2024,4
48047,2022,2
48047,2023,0
48047,2024,0
48049,2022,126
48049,2023,365
48049,2024,117
48051,2015,8
48051,2016,14
48051,2017,26
48051,2018,12
48051,2019,155
48051,2020,72
48051,2021,114
48051,2022,73
48051,2023,104
48051,2024,68
48053,2022,1537
48053,2023,1903
48053,2024,1218
48055,2004,195
48055,2005,136
48055,2006,142
48055,2007,47
48055,2008,45
48055,2009,228
48055,2010,117
48055,2011,41
48055,2012,17
48055,2013,29
48055,2014,21
48055,2015,218
48055,2016,294
48055,2017,348
48055,2018,315
48055,2019,403
48055,2020,394
48055,2021,510
48055,2022,524
48055,2023,456
48055,2024,532
48057,2022,254
48057,2023,204
48057,2024,106
48059,2022,11
48059,2023,26
48059,2024,20
48061,2022,2491
48061,2023,2681
48061,2024,2105
48063,2000,6
48063,2001,4
48063,2002,18
48063,2003,24
48063,2004,34
48063,2005,16
48063,2006,6
48063,2007,8
48063,2008,20
48063,2009,12
48063,2010,8
48063,2011,0
48063,2012,12
48063,2013,5
48063,2014,20
48063,2022,6
48063,2023,5
48063,2024,1
48065,2022,3
48065,2023,34
48065,2024,28
48067,2022,7
48067,2023,26
48067,2024,21
48069,2022,0
48069,2023,0
48069,2024,0
48071,2000,350
48071,2001,536
48071,2002,375
48071,2003,728
48071,2004,1040
48071,2005,1032
48071,2006,675
48071,2007,829
48071,2008,586
48071,2009,480
48071,2010,450
48071,2011,427
48071,2012,512
48071,2013,629
48071,2014,597
48071,2022,1220
48071,2023,1001
48071,2024,826
48073,2022,20
48073,2023,45
48073,2024,35
48075,2022,0
48075,2023,0
48075,2024,0
48077,2022,7
48077,2023,5
48077,2024,10
48079,2022,33
48079,2023,11
48079,2024,0
48081,2022,4
48081,2023,0
48081,2024,1
48083,2000,4
48083,2001,20
48083,2002,4
48083,2003,0
48083,2004,12
48083,2022,3
48083,2023,7
48083,2024,4
48085,2000,17932
48085,2001,21973
48085,2002,19514
48085,2003,21363
48085,2004,22350
48085,2005,26478
48085,2006,28326
48085,2007,19638
48085,2008,11684
48085,2009,9535
48085,2010,8947
48085,2011,9872
48085,2012,18256
48085,2013,14226
48085,2014,16584
48085,2015,27732
48085,2016,25689
48085,2017,29216
48085,2018,28946
48085,2019,25619
48085,2020,27485
48085,2021,31639
48085,2022,35347
48085,2023,33907
48085,2024,22130
48087,2022,0
48087,2023,0
48087,2024,0
48089,2022,17
48089,2023,41
48089,2024,28
48091,2004,3542
48091,2005,4156
48091,2006,4729
48091,2007,3656
48091,2008,2208
48091,2009,1284
48091,2010,1328
48091,2011,1388
48091,2012,1795
48091,2013,2666
48091,2014,3171
48091,2015,3482
48091,2016,5199
48091,2017,6635
48091,2018,5607
48091,2019,5595
48091,2020,8381
48091,2021,8454
48091,2022,8817
48091,2023,6499
48091,2024,4598
48093,2022,1
48093,2023,0
48093,2024,2
48095,2022,0
48095,2023,0
48095,2024,5
48097,2022,64
48097,2023,126
48097,2024,171
48099,2004,454
48099,2015,193
48099,2016,268
48099,2017,257
48099,2018,252
48099,2019,344
48099,2020,779
48099,2021,459
48099,2022,816
48099,2023,892
48099,2024,482
48101,2022,0
48101,2023,0
48101,2024,0
48103,2022,5
48103,2023,1
48103,2024,2
48107,2015,5
48107,2016,9
48107,2017,11
48107,2018,3
48107,2019,2
48107,2020,2
48107,2021,1
48107,2022,1
48107,2023,2
48107,2024,0
48109,2022,23
48109,2023,21
48109,2024,15
48111,2022,13
48111,2023,7
48111,2024,4
48113,2000,25439
48113,2001,26171
48113,2002,27910
48113,2003,29178
48113,2004,25128
48113,2005,27570
48113,2006,29297
48113,2007,22903
48113,2008,23613
48113,2009,8001
48113,2010,10513
48113,2011,17019
48113,2012,19912
48113,2013,27170
48113,2014,24883
48113,2015,32464
48113,2016,27081
48113,2017,35948
48113,2018,33428
48113,2019,31691
48113,2020,19408
48113,2021,26086
48113,2022,30568
48113,2023,24486
48113,2024,13942
48115,2022,75
48115,2023,25
48115,2024,1
48117,2004,13
48117,2005,36
48117,2006,252
48117,2007,52
48117,2008,20
48117,2009,6
48117,2010,6
48117,2011,2
48117,2012,6
48117,2013,14
48117,2014,11
48117,2022,59
48117,2023,55
48117,2024,19
48119,2004,18
48119,2005,0
48119,2006,22
48119,2007,20
48119,2008,6
48119,2009,12
48119,2010,6
48119,2011,4
48119,2012,8
48119,2013,4
48119,2014,4
48119,2015,6
48119,2016,0
48119,2017,10
48119,2018,6
48119,2019,14
48119,2020,18
48119,2021,28
48119,2022,12
48119,2023,22
48119,2024,6
48121,2000,10897
48121,2001,13315
48121,2002,10566
48121,2003,11884
48121,2004,10610
48121,2005,10695
48121,2006,6723
48121,2007,6739
48121,2008,5546
48121,2009,5007
48121,2010,3787
48121,2011,6556
48121,2012,4765
48121,2013,8152
48121,2014,5035
48121,2022,22478
48121,2023,18327
48121,2024,12395
48123,2022,42
48123,2023,24
48123,2024,9
48127,2022,0
48127,2023,0
48127,2024,3
48129,2022,3
48129,2023,2
48129,2024,1
48133,2004,0
48133,2005,0
48133,2006,2
48133,2007,0
48133,2008,2
48133,2009,0
48133,2010,2
48133,2011,5
48133,2012,1
48133,2013,1
48133,2014,0
48133,2022,16
48133,2023,20
48133,2024,8
48135,2000,NA
48135,2001,NA
48135,2002,400
48135,2003,346
48135,2004,388
48135,2005,510
48135,2006,522
48135,2007,878
48135,2008,1432
48135,2009,440
48135,2010,1416
48135,2011,1506
48135,2012,2024
48135,2013,2067
48135,2014,945
48135,2015,1204
48135,2016,649
48135,2017,846
48135,2018,935
48135,2019,1131
48135,2020,2408
48135,2021,1546
48135,2022,1397
48135,2023,945
48135,2024,1382
48139,2000,1528
48139,2001,2359
48139,2002,1623
48139,2003,1638
48139,2004,2608
48139,2005,3224
48139,2006,3006
48139,2007,2660
48139,2008,1556
48139,2009,929
48139,2010,984
48139,2011,1405
48139,2012,1407
48139,2013,1662
48139,2014,2110
48139,2015,2604
48139,2016,2754
48139,2017,4400
48139,2018,4149
48139,2019,3284
48139,2020,4582
48139,2021,6119
48139,2022,4917
48139,2023,5160
48139,2024,3627
48141,2015,8073
48141,2016,5197
48141,2017,4096
48141,2018,4258
48141,2019,4382
48141,2020,4008
48141,2021,3394
48141,2022,3122
48141,2023,2581
48141,2024,1669
48143,2022,177
48143,2023,137
48143,2024,90
48145,2022,11
48145,2023,5
48145,2024,3
48147,2022,106
48147,2023,93
48147,2024,128
48149,2022,18
48149,2023,12
48149,2024,18
48151,2000,0
48151,2001,0
48151,2002,NA
48151,2003,0
48151,2004,3
48151,2005,0
48153,2022,0
48153,2023,0
48153,2024,0
48157,2000,2547
48157,2001,2678
48157,2002,1946
48157,2003,3686
48157,2004,3893
48157,2005,7692
48157,2006,11778
48157,2007,15453
48157,2008,10193
48157,2009,8929
48157,2010,9178
48157,2011,8375
48157,2012,10042
48157,2013,10764
48157,2014,8129
48157,2015,11243
48157,2016,12078
48157,2017,11956
48157,2018,10577
48157,2019,10811
48157,2020,15753
48157,2021,19609
48157,2022,24216
48157,2023,19924
48157,2024,14961
48159,2022,0
48159,2023,0
48159,2024,5
48161,2022,4
48161,2023,3
48161,2024,2
48163,2022,13
48163,2023,10
48163,2024,9
48165,2022,3
48165,2023,8
48165,2024,13
48167,2000,4966
48167,2001,5000
48167,2002,5468
48167,2003,6287
48167,2004,5983
48167,2005,5542
48167,2006,5168
48167,2007,4506
48167,2008,2286
48167,2009,1962
48167,2010,2851
48167,2011,3155
48167,2012,3003
48167,2013,4116
48167,2014,5443
48167,2015,4082
48167,2016,3914
48167,2017,3649
48167,2018,3788
48167,2019,4312
48167,2020,5281
48167,2021,4632
48167,2022,4023
48167,2023,3859
48167,2024,3165
48169,2000,4
48169,2001,NA
48169,2002,NA
48169,2003,0
48169,2004,0
48169,2022,2
48169,2023,0
48169,2024,3
48171,2022,88
48171,2023,67
48171,2024,33
48175,2022,26
48175,2023,8
48175,2024,6
48177,2022,15
48177,2023,10
48177,2024,8
48179,2022,0
48179,2023,0
48179,2024,5
48181,2022,4217
48181,2023,4683
48181,2024,3025
48183,2022,580
48183,2023,546
48183,2024,205
48185,2015,35
48185,2016,52
48185,2017,81
48185,2018,71
48185,2019,138
48185,2020,174
48185,2021,184
48185,2022,238
48185,2023,284
48185,2024,150
48187,2004,2372
48187,2005,2176
48187,2006,2728
48187,2007,2748
48187,2008,1483
48187,2009,1638
48187,2010,1660
48187,2011,1338
48187,2012,1428
48187,2013,1409
48187,2014,1126
48187,2015,2049
48187,2016,1726
48187,2017,2385
48187,2018,1931
48187,2019,2652
48187,2020,3087
48187,2021,3728
48187,2022,3434
48187,2023,2672
48187,2024,2644
48189,2022,28
48189,2023,24
48189,2024,10
48191,2022,0
48191,2023,0
48191,2024,0
48193,2015,2
48193,2016,5
48193,2017,5
48193,2018,6
48193,2019,3
48193,2020,8
48193,2021,19
48193,2022,20
48193,2023,21
48193,2024,15
48195,2015,19
48195,2016,11
48195,2017,0
48195,2018,0
48195,2019,0
48195,2020,3
48195,2021,2
48195,2022,0
48195,2023,0
48195,2024,0
48197,2022,0
48197,2023,0
48197,2024,0
48199,2022,898
48199,2023,663
48199,2024,447
48201,2000,47966
48201,2001,51760
48201,2002,68084
48201,2003,81120
48201,2004,72454
48201,2005,80345
48201,2006,90466
48201,2007,76935
48201,2008,52887
48201,2009,26799
48201,2010,29827
48201,2011,34520
48201,2012,53772
48201,2013,61763
48201,2014,79856
48201,2015,67410
48201,2016,45750
48201,2017,44793
48201,2018,67909
48201,2019,75473
48201,2020,72806
48201,2021,68868
48201,2022,77678
48201,2023,68570
48201,2024,40180
48203,2022,112
48203,2023,210
48203,2024,67
48207,2000,NA
48207,2001,NA
48207,2002,NA
48207,2003,0
48207,2004,0
48207,2022,0
48207,2023,0
48207,2024,0
48209,2004,2988
48209,2005,3434
48209,2006,3742
48209,2007,2956
48209,2008,2776
48209,2009,2041
48209,2010,1456
48209,2011,3353
48209,2012,3736
48209,2013,4258
48209,2014,5554
48209,2022,7223
48209,2023,5734
48209,2024,5657
48211,2000,0
48211,2001,0
48211,2002,NA
48211,2003,0
48211,2004,0
48211,2015,1
48211,2016,0
48211,2017,0
48211,2018,0
48211,2019,0
48211,2020,0
48211,2021,0
48211,2022,0
48211,2023,0
48211,2024,0
48213,2000,214
48213,2001,155
48213,2002,198
48213,2003,218
48213,2004,239
48213,2022,269
48213,2023,481
48213,2024,350
48215,2004,12681
48215,2005,16346
48215,2006,14934
48215,2007,11965
48215,2008,6854
48215,2009,5847
48215,2010,6411
48215,2011,5842
48215,2012,6462
48215,2013,6357
48215,2014,4801
48215,2015,7842
48215,2016,8767
48215,2017,6658
48215,2018,8191
48215,2019,9614
48215,2020,9597
48215,2021,10517
48215,2022,10818
48215,2023,12233
48215,2024,9202
48217,2022,88
48217,2023,76
48217,2024,52
48219,2022,12
48219,2023,12
48219,2024,5
48221,2000,66
48221,2001,40
48221,2002,NA
48221,2003,170
48221,2004,192
48221,2022,243
48221,2023,159
48221,2024,158
48223,2022,107
48223,2023,66
48223,2024,43
48225,2022,6
48225,2023,5
48225,2024,3
48227,2022,18
48227,2023,20
48227,2024,36
48231,2000,130
48231,2001,91
48231,2002,112
48231,2003,233
48231,2004,669
48231,2005,881
48231,2006,296
48231,2007,249
48231,2008,132
48231,2009,334
48231,2010,72
48231,2011,66
48231,2012,55
48231,2013,131
48231,2014,85
48231,2022,1449
48231,2023,1737
48231,2024,1692
48233,2004,6
48233,2005,3
48233,2006,8
48233,2007,14
48233,2008,12
48233,2009,6
48233,2010,0
48233,2011,2
48233,2012,0
48233,2013,4
48233,2014,0
48233,2015,96
48233,2016,16
48233,2017,23
48233,2018,5
48233,2019,0
48233,2020,2
48233,2021,5
48233,2022,5
48233,2023,2
48233,2024,2
48235,2022,0
48237,2022,0
48237,2023,10
48237,2024,8
48239,2022,6
48239,2023,0
48239,2024,0
48241,2022,214
48241,2023,59
48241,2024,70
48245,2022,1292
48245,2023,847
48245,2024,414
48249,2022,8
48249,2023,4
48249,2024,4
48251,2000,1143
48251,2001,1072
48251,2002,1471
48251,2003,1771
48251,2004,1709
48251,2005,2223
48251,2006,1980
48251,2007,1919
48251,2008,1227
48251,2009,794
48251,2010,645
48251,2011,687
48251,2012,1644
48251,2013,1136
48251,2014,997
48251,2015,1437
48251,2016,1472
48251,2017,1138
48251,2018,1170
48251,2019,2089
48251,2020,5045
48251,2021,4165
48251,2022,4268
48251,2023,3815
48251,2024,2283
48253,2022,1
48253,2023,0
48253,2024,1
48255,2022,101
48255,2023,95
48255,2024,64
48257,2000,487
48257,2001,815
48257,2002,1102
48257,2003,1712
48257,2004,1555
48257,2005,1645
48257,2006,1327
48257,2007,566
48257,2008,437
48257,2009,270
48257,2010,307
48257,2011,278
48257,2012,416
48257,2013,585
48257,2014,354
48257,2015,400
48257,2016,807
48257,2017,2440
48257,2018,2123
48257,2019,1312
48257,2020,2113
48257,2021,3166
48257,2022,2443
48257,2023,2236
48257,2024,2211
48259,2004,673
48259,2005,758
48259,2006,1049
48259,2007,872
48259,2008,272
48259,2009,205
48259,2010,315
48259,2011,235
48259,2012,400
48259,2013,401
48259,2014,622
48259,2015,380
48259,2016,1020
48259,2017,436
48259,2018,513
48259,2019,333
48259,2020,475
48259,2021,387
48259,2022,325
48259,2023,310
48259,2024,229
48265,2000,252
48265,2001,NA
48265,2002,NA
48265,2003,166
48265,2004,240
48265,2022,123
48265,2023,413
48265,2024,161
48267,2022,1
48267,2023,5
48267,2024,0
48271,2004,1
48271,2005,0
48271,2006,2
48271,2007,0
48271,2008,0
48271,2009,2
48271,2010,0
48271,2011,0
48271,2012,0
48271,2013,4
48271,2014,2
48271,2015,2
48271,2016,0
48271,2017,2
48271,2018,2
48271,2019,0
48271,2020,0
48271,2021,0
48271,2022,4
48271,2023,8
48271,2024,2
48273,2022,47
48273,2023,27
48273,2024,16
48275,2022,0
48277,2022,100
48277,2023,156
48277,2024,77
48279,2022,2
48279,2023,0
48279,2024,0
48281,2015,129
48281,2016,87
48281,2017,66
48281,2018,46
48281,2019,64
48281,2020,90
48281,2021,83
48281,2022,73
48281,2023,53
48281,2024,24
48283,2022,6
48283,2023,0
48283,2024,8
48285,2022,21
48285,2023,12
48285,2024,6
48287,2022,79
48287,2023,40
48287,2024,20
48289,2022,0
48289,2023,0
48289,2024,0
48291,2000,420
48291,2001,426
48291,2002,462
48291,2003,510
48291,2004,524
48291,2005,553
48291,2006,562
48291,2007,402
48291,2008,384
48291,2009,386
48291,2010,391
48291,2011,395
48291,2012,391
48291,2013,359
48291,2014,466
48291,2015,583
48291,2016,829
48291,2017,778
48291,2018,1055
48291,2019,1186
48291,2020,1820
48291,2021,2350
48291,2022,3087
48291,2023,2387
48291,2024,1922
48293,2022,10
48293,2023,14
48293,2024,10
48295,2022,0
48295,2023,0
48295,2024,0
48297,2022,2
48297,2023,8
48297,2024,7
48299,2022,347
48299,2023,302
48299,2024,144
48303,2015,2368
48303,2016,2785
48303,2017,2656
48303,2018,2742
48303,2019,3871
48303,2020,6158
48303,2021,6003
48303,2022,5109
48303,2023,4744
48303,2024,3350
48305,2022,3
48305,2023,1
48305,2024,0
48307,2004,22
48307,2005,11
48307,2006,0
48307,2007,8
48307,2008,6
48307,2009,2
48307,2010,0
48307,2011,0
48307,2012,0
48307,2013,2
48307,2014,0
48307,2022,0
48307,2023,0
48307,2024,1
48309,2022,2532
48309,2023,2264
48309,2024,1044
48313,2022,10
48313,2023,4
48313,2024,1
48315,2022,15
48315,2023,10
48315,2024,4
48317,2022,2
48317,2023,26
48317,2024,0
48319,2000,6
48319,2001,22
48319,2002,0
48319,2003,2
48319,2004,0
48319,2022,12
48319,2023,2
48319,2024,3
48321,2022,450
48321,2023,312
48321,2024,213
48323,2000,358
48323,2001,NA
48323,2002,397
48323,2003,424
48323,2004,444
48323,2005,375
48323,2006,260
48323,2007,211
48323,2008,170
48323,2009,462
48323,2010,410
48323,2011,275
48323,2012,157
48323,2013,213
48323,2014,158
48323,2015,176
48323,2016,145
48323,2017,118
48323,2018,119
48323,2019,112
48323,2020,145
48323,2021,212
48323,2022,141
48323,2023,109
48323,2024,58
48325,2004,93
48325,2005,80
48325,2006,44
48325,2007,62
48325,2008,32
48325,2009,58
48325,2010,18
48325,2011,35
48325,2012,48
48325,2013,36
48325,2014,72
48325,2015,67
48325,2016,50
48325,2017,45
48325,2018,41
48325,2019,37
48325,2020,48
48325,2021,57
48325,2022,36
48325,2023,43
48325,2024,156
48329,2000,NA
48329,2001,NA
48329,2002,454
48329,2003,520
48329,2004,512
48329,2005,780
48329,2006,940
48329,2007,1028
48329,2008,966
48329,2009,660
48329,2010,788
48329,2011,1078
48329,2012,1963
48329,2013,3648
48329,2014,3106
48329,2015,2050
48329,2016,1351
48329,2017,1522
48329,2018,2444
48329,2019,2580
48329,2020,2578
48329,2021,1716
48329,2022,1186
48329,2023,1467
48329,2024,1496
48331,2022,23
48331,2023,33
48331,2024,122
48335,2022,0
48335,2023,0
48335,2024,0
48337,2022,122
48337,2023,16
48337,2024,45
48339,2000,8173
48339,2001,8118
48339,2002,9935
48339,2003,12459
48339,2004,13459
48339,2005,14736
48339,2006,17650
48339,2007,15156
48339,2008,8822
48339,2009,6568
48339,2010,5825
48339,2011,7916
48339,2012,9022
48339,2013,12673
48339,2014,14108
48339,2015,14010
48339,2016,11056
48339,2017,10526
48339,2018,13792
48339,2019,15690
48339,2020,20075
48339,2021,26927
48339,2022,29847
48339,2023,27447
48339,2024,18396
48341,2022,39
48341,2023,22
48341,2024,54
48343,2022,3
48343,2023,1
48343,2024,3
48347,2004,187
48347,2022,33
48347,2023,32
48347,2024,25
48349,2022,475
48349,2023,573
48349,2024,407
48353,2004,6
48353,2005,8
48353,2006,2
48353,2007,0
48353,2008,6
48353,2009,2
48353,2010,2
48353,2011,0
48353,2012,2
48353,2013,0
48353,2014,0
48353,2022,1
48353,2023,5
48353,2024,10
48355,2022,2682
48355,2023,1576
48355,2024,1020
48357,2022,1
48357,2023,0
48357,2024,3
48359,2004,5
48359,2005,4
48359,2006,9
48359,2007,2
48359,2008,0
48359,2009,2
48359,2010,9
48359,2011,3
48359,2012,6
48359,2013,0
48359,2014,0
48359,2022,0
48359,2023,2
48359,2024,0
48361,2022,363
48361,2023,387
48361,2024,231
48363,2022,53
48363,2023,54
48363,2024,22
48365,2022,11
48365,2023,10
48365,2024,5
48367,2000,563
48367,2001,586
48367,2002,487
48367,2003,515
48367,2004,462
48367,2005,713
48367,2006,789
48367,2007,680
48367,2008,474
48367,2009,370
48367,2010,298
48367,2011,552
48367,2012,562
48367,2013,604
48367,2014,585
48367,2015,756
48367,2016,844
48367,2017,869
48367,2018,1247
48367,2019,1409
48367,2020,864
48367,2021,1474
48367,2022,1460
48367,2023,888
48367,2024,557
48369,2022,12
48369,2023,6
48369,2024,3
48371,2022,27
48371,2023,21
48371,2024,10
48373,2022,1876
48373,2023,1587
48373,2024,1080
48375,2000,936
48375,2001,1942
48375,2002,1728
48375,2003,2014
48375,2004,1920
48375,2005,2224
48375,2006,1870
48375,2007,2511
48375,2008,1330
48375,2009,1188
48375,2010,625
48375,2011,1296
48375,2012,3118
48375,2013,1570
48375,2014,1706
48375,2015,1608
48375,2016,1278
48375,2017,974
48375,2018,1312
48375,2019,944
48375,2020,1690
48375,2021,1173
48375,2022,1516
48375,2023,1128
48375,2024,1524
48377,2022,8
48377,2023,19
48377,2024,30
48379,2022,24
48379,2023,10
48379,2024,25
48381,2022,349
48381,2023,154
48381,2024,41
48383,2004,1
48383,2005,4
48383,2006,5
48383,2007,3
48383,2008,2
48383,2009,0
48383,2010,3
48383,2011,0
48383,2012,3
48383,2013,5
48383,2014,3
48383,2015,19
48383,2016,3
48383,2017,1
48383,2018,1
48383,2019,0
48383,2020,0
48383,2021,7
48383,2022,1
48383,2023,2
48383,2024,3
48385,2004,13
48385,2005,0
48385,2006,0
48385,2007,0
48385,2008,0
48385,2009,0
48385,2010,0
48385,2011,0
48385,2012,0
48385,2013,0
48385,2014,0
48385,2015,0
48385,2016,0
48385,2017,0
48385,2018,0
48385,2019,0
48385,2020,0
48385,2021,0
48385,2022,0
48385,2023,0
48385,2024,0
48387,2022,16
48387,2023,12
48387,2024,8
48389,2022,49
48389,2023,34
48389,2024,35
48391,2022,56
48391,2023,16
48391,2024,16
48395,2015,159
