State,Year,Quarter,HPI
CO,2014,4,391.81
CO,2015,1,399.33
CO,2015,2,415.86
CO,2015,3,430.82
CO,2015,4,436.82
CO,2016,1,444.65
CO,2016,2,460.28
CO,2016,3,472.69
CO,2016,4,479.58
CO,2017,1,487.70
CO,2017,2,504.74
CO,2017,3,512.88
CO,2017,4,519.89
CO,2018,1,533.82
CO,2018,2,547.47
CO,2018,3,555.89
CO,2018,4,557.52
CO,2019,1,565.20
CO,2019,2,574.11
CO,2019,3,579.39
CO,2019,4,584.21
CO,2020,1,590.55
CO,2020,2,597.51
CO,2020,3,606.96
CO,2020,4,619.39
CO,2021,1,636.02
CO,2021,2,681.83
CO,2021,3,722.25
CO,2021,4,742.74
CO,2022,1,773.58
CO,2022,2,833.25
CO,2022,3,824.38
CO,2022,4,808.47
CO,2023,1,808.37
CO,2023,2,830.48
CO,2023,3,836.72
CO,2023,4,828.57
CO,2024,1,839.07
CO,2024,2,854.43
CT,1975,1,62.40
CT,1975,2,62.59
CT,1975,3,61.82
CT,1975,4,61.78
CT,1976,1,64.72
CT,1976,2,64.00
CT,1976,3,67.28
CT,1976,4,67.89
CT,1977,1,63.98
CT,1977,2,68.63
CT,1977,3,71.43
CT,1977,4,72.19
CT,1978,1,73.74
CT,1978,2,79.45
CT,1978,3,86.88
CT,1978,4,88.01
CT,1979,1,95.42
CT,1979,2,97.44
CT,1979,3,100.42
CT,1979,4,101.68
CT,1980,1,100.00
CT,1980,2,101.94
CT,1980,3,103.76
CT,1980,4,104.68
CT,1981,1,104.32
CT,1981,2,109.61
CT,1981,3,114.27
CT,1981,4,111.32
CT,1982,1,111.66
CT,1982,2,112.07
CT,1982,3,110.95
CT,1982,4,112.84
CT,1983,1,118.59
CT,1983,2,120.94
CT,1983,3,122.36
CT,1983,4,126.11
CT,1984,1,130.91
CT,1984,2,134.33
CT,1984,3,140.12
CT,1984,4,141.64
CT,1985,1,148.23
CT,1985,2,155.31
CT,1985,3,159.90
CT,1985,4,168.63
CT,1986,1,174.37
CT,1986,2,185.18
CT,1986,3,199.16
CT,1986,4,212.46
CT,1987,1,224.68
CT,1987,2,237.08
CT,1987,3,249.89
CT,1987,4,257.31
CT,1988,1,263.06
CT,1988,2,267.29
CT,1988,3,265.58
CT,1988,4,266.02
CT,1989,1,261.28
CT,1989,2,261.23
CT,1989,3,262.06
CT,1989,4,261.02
CT,1990,1,257.12
CT,1990,2,249.32
CT,1990,3,246.78
CT,1990,4,240.04
CT,1991,1,239.62
CT,1991,2,236.24
CT,1991,3,233.53
CT,1991,4,235.82
CT,1992,1,236.83
CT,1992,2,232.15
CT,1992,3,232.98
CT,1992,4,232.80
CT,1993,1,229.18
CT,1993,2,229.80
CT,1993,3,229.76
CT,1993,4,230.38
CT,1994,1,228.41
CT,1994,2,223.24
CT,1994,3,220.29
CT,1994,4,217.54
CT,1995,1,216.31
CT,1995,2,219.12
CT,1995,3,224.43
CT,1995,4,224.65
CT,1996,1,227.62
CT,1996,2,224.75
CT,1996,3,221.46
CT,1996,4,222.83
CT,1997,1,224.15
CT,1997,2,225.20
CT,1997,3,227.76
CT,1997,4,230.05
CT,1998,1,235.57
CT,1998,2,235.66
CT,1998,3,239.14
CT,1998,4,242.24
CT,1999,1,245.51
CT,1999,2,248.46
CT,1999,3,253.28
CT,1999,4,256.35
CT,2000,1,261.10
CT,2000,2,268.20
CT,2000,3,273.96
CT,2000,4,277.73
CT,2001,1,284.61
CT,2001,2,290.70
CT,2001,3,297.85
CT,2001,4,303.04
CT,2002,1,309.51
CT,2002,2,318.36
CT,2002,3,327.04
CT,2002,4,333.92
CT,2003,1,338.14
CT,2003,2,343.72
CT,2003,3,351.93
CT,2003,4,364.78
CT,2004,1,371.09
CT,2004,2,383.16
CT,2004,3,402.66
CT,2004,4,410.36
CT,2005,1,420.80
CT,2005,2,434.95
CT,2005,3,446.97
CT,2005,4,455.94
CT,2006,1,461.88
CT,2006,2,464.15
CT,2006,3,464.66
CT,2006,4,467.43
CT,2007,1,470.47
CT,2007,2,466.83
CT,2007,3,463.02
CT,2007,4,462.33
CT,2008,1,461.78
CT,2008,2,450.92
CT,2008,3,436.98
CT,2008,4,433.31
CT,2009,1,436.70
CT,2009,2,422.57
CT,2009,3,411.87
CT,2009,4,410.56
CT,2010,1,405.73
CT,2010,2,401.31
CT,2010,3,405.82
CT,2010,4,406.45
CT,2011,1,396.04
CT,2011,2,388.68
CT,2011,3,389.83
CT,2011,4,392.88
CT,2012,1,386.34
CT,2012,2,382.34
CT,2012,3,383.38
CT,2012,4,384.67
CT,2013,1,382.86
CT,2013,2,381.12
CT,2013,3,380.65
CT,2013,4,377.45
CT,2014,1,376.18
CT,2014,2,379.18
CT,2014,3,381.71
CT,2014,4,381.40
CT,2015,1,386.22
CT,2015,2,387.41
CT,2015,3,385.15
CT,2015,4,384.49
CT,2016,1,384.81
CT,2016,2,386.59
CT,2016,3,390.01
CT,2016,4,390.27
CT,2017,1,384.91
CT,2017,2,390.28
CT,2017,3,392.65
CT,2017,4,392.53
CT,2018,1,391.00
CT,2018,2,393.87
CT,2018,3,397.52
CT,2018,4,395.40
CT,2019,1,397.59
CT,2019,2,403.95
CT,2019,3,408.46
CT,2019,4,410.97
CT,2020,1,412.53
CT,2020,2,416.81
CT,2020,3,426.05
CT,2020,4,437.62
CT,2021,1,449.16
CT,2021,2,472.12
CT,2021,3,497.83
CT,2021,4,508.07
CT,2022,1,521.87
CT,2022,2,553.88
CT,2022,3,563.77
CT,2022,4,562.86
CT,2023,1,570.56
CT,2023,2,600.02
CT,2023,3,612.54
CT,2023,4,621.73
CT,2024,1,624.14
CT,2024,2,651.57
DC,1975,1,47.78
DC,1975,2,46.99
DC,1975,3,47.08
DC,1975,4,54.55
DC,1976,1,53.01
DC,1976,2,52.87
DC,1976,3,59.11
DC,1976,4,57.77
DC,1977,1,59.54
DC,1977,2,63.96
DC,1977,3,66.58
DC,1977,4,72.10
DC,1978,1,68.71
DC,1978,2,77.82
DC,1978,3,81.41
DC,1978,4,80.63
DC,1979,1,89.48
DC,1979,2,88.59
DC,1979,3,92.30
DC,1979,4,98.54
DC,1980,1,100.00
DC,1980,2,96.05
DC,1980,3,98.86
DC,1980,4,101.81
DC,1981,1,91.71
DC,1981,2,106.01
DC,1981,3,95.62
DC,1981,4,103.16
DC,1982,1,76.66
DC,1982,2,102.89
DC,1982,3,81.51
DC,1982,4,101.46
DC,1983,1,95.49
DC,1983,2,97.36
DC,1983,3,102.52
DC,1983,4,100.65
DC,1984,1,102.28
DC,1984,2,104.13
DC,1984,3,106.34
DC,1984,4,108.54
DC,1985,1,107.94
DC,1985,2,111.10
DC,1985,3,112.17
DC,1985,4,114.51
DC,1986,1,114.43
DC,1986,2,119.95
DC,1986,3,123.29
DC,1986,4,128.39
DC,1987,1,133.28
DC,1987,2,136.53
DC,1987,3,140.96
DC,1987,4,147.00
DC,1988,1,155.15
DC,1988,2,162.49
DC,1988,3,165.68
DC,1988,4,170.68
DC,1989,1,180.28
DC,1989,2,182.09
DC,1989,3,183.94
DC,1989,4,187.72
DC,1990,1,193.09
DC,1990,2,192.95
DC,1990,3,188.15
DC,1990,4,188.81
DC,1991,1,190.94
DC,1991,2,192.36
DC,1991,3,190.36
DC,1991,4,193.96
DC,1992,1,196.83
DC,1992,2,196.74
DC,1992,3,196.31
DC,1992,4,194.90
DC,1993,1,193.81
DC,1993,2,194.37
DC,1993,3,195.20
DC,1993,4,195.69
DC,1994,1,197.02
DC,1994,2,190.01
DC,1994,3,189.85
DC,1994,4,182.05
DC,1995,1,185.08
DC,1995,2,184.47
DC,1995,3,189.50
DC,1995,4,192.45
DC,1996,1,195.04
DC,1996,2,191.33
DC,1996,3,188.95
DC,1996,4,190.19
DC,1997,1,190.29
DC,1997,2,192.06
DC,1997,3,190.03
DC,1997,4,190.47
DC,1998,1,198.03
DC,1998,2,199.30
DC,1998,3,200.52
DC,1998,4,206.48
DC,1999,1,208.41
DC,1999,2,213.02
DC,1999,3,219.44
DC,1999,4,225.46
DC,2000,1,235.53
DC,2000,2,244.14
DC,2000,3,251.72
DC,2000,4,256.28
DC,2001,1,267.21
DC,2001,2,279.55
DC,2001,3,291.21
DC,2001,4,300.00
DC,2002,1,309.39
DC,2002,2,320.70
DC,2002,3,335.60
DC,2002,4,345.54
DC,2003,1,353.43
DC,2003,2,360.20
DC,2003,3,371.62
DC,2003,4,391.22
DC,2004,1,406.43
DC,2004,2,426.77
DC,2004,3,456.45
DC,2004,4,480.78
DC,2005,1,503.00
DC,2005,2,532.20
DC,2005,3,564.01
DC,2005,4,592.51
DC,2006,1,602.14
DC,2006,2,609.48
DC,2006,3,615.15
DC,2006,4,626.00
DC,2007,1,631.29
DC,2007,2,630.91
DC,2007,3,632.36
DC,2007,4,625.30
DC,2008,1,612.65
DC,2008,2,596.91
DC,2008,3,583.19
DC,2008,4,576.39
DC,2009,1,578.60
DC,2009,2,561.39
DC,2009,3,556.41
DC,2009,4,563.93
DC,2010,1,557.39
DC,2010,2,560.07
DC,2010,3,568.89
DC,2010,4,568.35
DC,2011,1,560.75
DC,2011,2,569.06
DC,2011,3,571.14
DC,2011,4,577.66
DC,2012,1,581.53
DC,2012,2,585.20
DC,2012,3,595.17
DC,2012,4,606.41
DC,2013,1,616.20
DC,2013,2,634.43
DC,2013,3,654.89
DC,2013,4,658.00
DC,2014,1,672.40
DC,2014,2,688.44
DC,2014,3,695.49
DC,2014,4,711.35
DC,2015,1,717.45
DC,2015,2,728.68
DC,2015,3,745.30
DC,2015,4,760.71
DC,2016,1,767.13
DC,2016,2,783.69
DC,2016,3,789.64
DC,2016,4,803.43
DC,2017,1,801.07
DC,2017,2,820.84
DC,2017,3,831.64
DC,2017,4,837.16
DC,2018,1,847.46
DC,2018,2,860.65
DC,2018,3,864.63
DC,2018,4,876.94
DC,2019,1,882.39
DC,2019,2,888.34
DC,2019,3,902.04
DC,2019,4,907.96
DC,2020,1,915.64
DC,2020,2,917.63
DC,2020,3,928.15
DC,2020,4,949.04
DC,2021,1,958.87
DC,2021,2,999.28
DC,2021,3,1022.85
DC,2021,4,1031.95
DC,2022,1,1057.62
DC,2022,2,1098.01
DC,2022,3,1088.50
DC,2022,4,1060.82
DC,2023,1,1044.37
DC,2023,2,1045.36
DC,2023,3,1061.65
DC,2023,4,1054.02
DC,2024,1,1052.25
DC,2024,2,1100.27
DE,1975,1,77.05
DE,1975,2,89.63
DE,1975,3,115.74
DE,1975,4,71.71
DE,1976,1,79.57
DE,1976,2,84.46
DE,1976,3,80.87
DE,1976,4,86.88
DE,1977,1,89.84
DE,1977,2,77.83
DE,1977,3,82.47
DE,1977,4,82.71
DE,1978,1,85.19
DE,1978,2,89.21
DE,1978,3,84.91
DE,1978,4,83.60
DE,1979,1,86.38
DE,1979,2,86.90
DE,1979,3,94.99
DE,1979,4,95.92
DE,1980,1,100.00
DE,1980,2,106.93
DE,1980,3,109.78
DE,1980,4,106.51
DE,1981,1,109.16
DE,1981,2,103.73
DE,1981,3,115.99
DE,1981,4,107.32
DE,1982,1,102.27
DE,1982,2,113.09
DE,1982,3,113.22
DE,1982,4,115.81
DE,1983,1,116.48
DE,1983,2,118.85
DE,1983,3,122.09
DE,1983,4,127.80
DE,1984,1,125.22
DE,1984,2,128.45
DE,1984,3,131.68
DE,1984,4,133.67
DE,1985,1,136.74
DE,1985,2,140.60
DE,1985,3,143.11
DE,1985,4,145.58
DE,1986,1,150.91
DE,1986,2,154.39
DE,1986,3,159.12
DE,1986,4,164.52
DE,1987,1,170.98
DE,1987,2,175.14
DE,1987,3,182.19
DE,1987,4,187.04
DE,1988,1,189.78
DE,1988,2,195.34
DE,1988,3,201.04
DE,1988,4,206.06
DE,1989,1,209.36
DE,1989,2,216.07
DE,1989,3,221.22
DE,1989,4,222.56
DE,1990,1,225.96
DE,1990,2,225.18
DE,1990,3,223.55
DE,1990,4,223.49
DE,1991,1,226.81
DE,1991,2,227.59
DE,1991,3,227.62
DE,1991,4,230.73
DE,1992,1,230.77
DE,1992,2,229.19
DE,1992,3,230.36
DE,1992,4,232.38
DE,1993,1,231.05
DE,1993,2,232.03
DE,1993,3,231.55
DE,1993,4,232.25
DE,1994,1,231.23
DE,1994,2,228.67
DE,1994,3,226.28
DE,1994,4,225.47
DE,1995,1,226.09
DE,1995,2,226.99
DE,1995,3,230.72
DE,1995,4,230.54
DE,1996,1,233.49
DE,1996,2,230.84
DE,1996,3,231.84
DE,1996,4,233.85
DE,1997,1,233.71
DE,1997,2,234.11
DE,1997,3,236.13
DE,1997,4,237.91
DE,1998,1,241.73
DE,1998,2,242.50
DE,1998,3,243.73
DE,1998,4,245.10
DE,1999,1,248.92
DE,1999,2,250.71
DE,1999,3,254.78
DE,1999,4,256.12
DE,2000,1,260.33
DE,2000,2,264.77
DE,2000,3,269.87
DE,2000,4,273.35
DE,2001,1,279.19
DE,2001,2,283.96
DE,2001,3,289.64
DE,2001,4,293.58
DE,2002,1,298.67
DE,2002,2,306.32
DE,2002,3,314.13
DE,2002,4,319.22
DE,2003,1,323.98
DE,2003,2,330.80
DE,2003,3,338.39
DE,2003,4,351.14
DE,2004,1,362.22
DE,2004,2,370.22
DE,2004,3,392.51
DE,2004,4,404.53
DE,2005,1,415.79
DE,2005,2,433.35
DE,2005,3,452.89
DE,2005,4,462.44
DE,2006,1,471.86
DE,2006,2,480.78
DE,2006,3,485.50
DE,2006,4,494.36
DE,2007,1,494.67
DE,2007,2,498.19
DE,2007,3,493.23
DE,2007,4,493.93
DE,2008,1,490.57
DE,2008,2,483.86
DE,2008,3,472.71
DE,2008,4,467.31
DE,2009,1,469.69
DE,2009,2,455.72
DE,2009,3,445.00
DE,2009,4,440.98
DE,2010,1,438.00
DE,2010,2,433.19
DE,2010,3,432.93
DE,2010,4,429.70
DE,2011,1,419.20
DE,2011,2,407.12
DE,2011,3,403.23
DE,2011,4,408.30
DE,2012,1,405.20
DE,2012,2,396.66
DE,2012,3,399.61
DE,2012,4,402.24
DE,2013,1,402.76
DE,2013,2,402.87
DE,2013,3,404.37
DE,2013,4,407.18
DE,2014,1,406.26
DE,2014,2,409.95
DE,2014,3,414.75
DE,2014,4,413.33
DE,2015,1,420.09
DE,2015,2,419.13
DE,2015,3,422.01
DE,2015,4,423.69
DE,2016,1,424.75
DE,2016,2,428.63
DE,2016,3,433.55
DE,2016,4,436.68
DE,2017,1,435.29
DE,2017,2,437.89
DE,2017,3,438.52
DE,2017,4,442.78
DE,2018,1,449.34
DE,2018,2,451.57
DE,2018,3,453.72
DE,2018,4,457.52
DE,2019,1,460.70
DE,2019,2,468.10
DE,2019,3,473.64
DE,2019,4,476.38
DE,2020,1,482.72
DE,2020,2,486.09
DE,2020,3,496.64
DE,2020,4,503.98
DE,2021,1,519.64
DE,2021,2,541.31
DE,2021,3,567.24
DE,2021,4,587.25
DE,2022,1,605.35
DE,2022,2,641.22
DE,2022,3,647.27
DE,2022,4,649.59
DE,2023,1,663.40
DE,2023,2,669.46
DE,2023,3,692.89
DE,2023,4,695.50
DE,2024,1,715.50
DE,2024,2,728.85
FL,1975,1,65.89
FL,1975,2,83.32
FL,1975,3,66.76
FL,1975,4,68.18
FL,1976,1,67.97
FL,1976,2,76.02
FL,1976,3,69.00
FL,1976,4,70.31
FL,1977,1,70.97
FL,1977,2,78.96
FL,1977,3,72.61
FL,1977,4,74.72
FL,1978,1,78.31
FL,1978,2,83.33
FL,1978,3,83.04
FL,1978,4,84.54
FL,1979,1,89.72
FL,1979,2,92.41
FL,1979,3,93.78
FL,1979,4,97.91
FL,1980,1,100.00
FL,1980,2,99.62
FL,1980,3,105.83
FL,1980,4,108.63
FL,1981,1,110.01
FL,1981,2,112.19
FL,1981,3,108.10
FL,1981,4,104.68
FL,1982,1,112.72
FL,1982,2,114.47
FL,1982,3,104.42
FL,1982,4,112.65
FL,1983,1,121.32
FL,1983,2,123.67
FL,1983,3,124.15
FL,1983,4,124.49
FL,1984,1,125.69
FL,1984,2,126.76
FL,1984,3,128.06
FL,1984,4,126.36
FL,1985,1,127.81
FL,1985,2,128.18
FL,1985,3,128.03
FL,1985,4,129.73
FL,1986,1,131.18
FL,1986,2,134.63
FL,1986,3,135.56
FL,1986,4,135.74
FL,1987,1,136.40
FL,1987,2,138.57
FL,1987,3,138.79
FL,1987,4,139.78
FL,1988,1,141.24
FL,1988,2,144.22
FL,1988,3,145.32
FL,1988,4,146.53
FL,1989,1,147.68
FL,1989,2,148.65
FL,1989,3,151.12
FL,1989,4,152.24
FL,1990,1,152.99
FL,1990,2,152.45
FL,1990,3,153.38
FL,1990,4,152.82
FL,1991,1,154.55
FL,1991,2,155.00
FL,1991,3,154.77
FL,1991,4,157.44
FL,1992,1,159.31
FL,1992,2,157.90
FL,1992,3,160.57
FL,1992,4,160.62
FL,1993,1,160.87
FL,1993,2,162.58
FL,1993,3,163.91
FL,1993,4,165.50
FL,1994,1,165.29
FL,1994,2,164.17
FL,1994,3,164.40
FL,1994,4,164.39
FL,1995,1,164.95
FL,1995,2,167.21
FL,1995,3,170.36
FL,1995,4,171.71
FL,1996,1,173.53
FL,1996,2,172.48
FL,1996,3,173.04
FL,1996,4,173.98
FL,1997,1,175.93
FL,1997,2,175.91
FL,1997,3,178.21
FL,1997,4,181.28
FL,1998,1,184.79
FL,1998,2,184.59
FL,1998,3,186.97
FL,1998,4,189.71
FL,1999,1,190.81
FL,1999,2,192.30
FL,1999,3,194.58
FL,1999,4,196.93
FL,2000,1,200.82
FL,2000,2,204.40
FL,2000,3,208.71
FL,2000,4,213.07
FL,2001,1,219.23
FL,2001,2,224.76
FL,2001,3,229.91
FL,2001,4,235.47
FL,2002,1,240.14
FL,2002,2,247.47
FL,2002,3,254.46
FL,2002,4,260.24
FL,2003,1,265.78
FL,2003,2,272.20
FL,2003,3,278.74
FL,2003,4,291.70
FL,2004,1,300.58
FL,2004,2,314.72
FL,2004,3,334.45
FL,2004,4,349.78
FL,2005,1,368.44
FL,2005,2,396.06
FL,2005,3,423.65
FL,2005,4,445.95
FL,2006,1,463.45
FL,2006,2,473.31
FL,2006,3,476.78
FL,2006,4,480.11
FL,2007,1,477.23
FL,2007,2,470.97
FL,2007,3,454.12
FL,2007,4,442.70
FL,2008,1,424.90
FL,2008,2,395.57
FL,2008,3,363.37
FL,2008,4,344.91
FL,2009,1,350.53
FL,2009,2,332.60
FL,2009,3,313.51
FL,2009,4,305.60
FL,2010,1,299.81
FL,2010,2,291.43
FL,2010,3,294.90
FL,2010,4,289.58
FL,2011,1,275.79
FL,2011,2,267.35
FL,2011,3,270.20
FL,2011,4,272.61
FL,2012,1,267.22
FL,2012,2,265.25
FL,2012,3,271.63
FL,2012,4,275.37
FL,2013,1,279.10
FL,2013,2,288.40
FL,2013,3,295.76
FL,2013,4,303.26
FL,2014,1,307.54
FL,2014,2,315.95
FL,2014,3,322.69
FL,2014,4,328.64
FL,2015,1,336.04
FL,2015,2,344.22
FL,2015,3,352.70
FL,2015,4,359.65
FL,2016,1,366.29
FL,2016,2,375.72
FL,2016,3,385.96
FL,2016,4,392.33
FL,2017,1,399.54
FL,2017,2,409.35
FL,2017,3,416.53
FL,2017,4,424.65
FL,2018,1,433.13
FL,2018,2,441.50
FL,2018,3,448.99
FL,2018,4,452.44
FL,2019,1,459.39
FL,2019,2,465.43
FL,2019,3,473.07
FL,2019,4,479.15
FL,2020,1,486.50
FL,2020,2,492.70
FL,2020,3,501.26
FL,2020,4,514.66
FL,2021,1,531.35
FL,2021,2,566.15
FL,2021,3,607.98
FL,2021,4,642.31
FL,2022,1,678.32
FL,2022,2,734.18
FL,2022,3,764.37
FL,2022,4,762.82
FL,2023,1,766.10
FL,2023,2,783.93
FL,2023,3,802.71
FL,2023,4,808.14
FL,2024,1,813.17
FL,2024,2,820.43
GA,1975,1,73.89
GA,1975,2,71.87
GA,1975,3,74.21
GA,1975,4,73.97
GA,1976,1,71.42
GA,1976,2,73.00
GA,1976,3,79.19
GA,1976,4,78.35
GA,1977,1,76.78
GA,1977,2,76.23
GA,1977,3,78.78
GA,1977,4,78.66
GA,1978,1,84.12
GA,1978,2,81.70
GA,1978,3,85.36
GA,1978,4,86.40
GA,1979,1,87.96
GA,1979,2,91.12
GA,1979,3,92.21
GA,1979,4,95.63
GA,1980,1,100.00
GA,1980,2,100.60
GA,1980,3,102.03
GA,1980,4,102.90
GA,1981,1,107.17
GA,1981,2,107.91
GA,1981,3,108.61
GA,1981,4,112.89
GA,1982,1,113.56
GA,1982,2,115.54
GA,1982,3,114.37
GA,1982,4,116.44
GA,1983,1,117.66
GA,1983,2,118.49
GA,1983,3,121.05
GA,1983,4,120.77
GA,1984,1,124.33
GA,1984,2,126.58
GA,1984,3,124.12
GA,1984,4,129.24
GA,1985,1,131.68
GA,1985,2,128.62
GA,1985,3,135.15
GA,1985,4,137.76
GA,1986,1,140.08
GA,1986,2,141.95
GA,1986,3,143.62
GA,1986,4,146.00
GA,1987,1,148.43
GA,1987,2,150.12
GA,1987,3,151.76
GA,1987,4,152.53
GA,1988,1,154.68
GA,1988,2,156.53
GA,1988,3,156.82
GA,1988,4,156.71
GA,1989,1,157.76
GA,1989,2,158.24
GA,1989,3,160.29
GA,1989,4,161.41
GA,1990,1,160.90
GA,1990,2,159.45
GA,1990,3,160.50
GA,1990,4,159.39
GA,1991,1,161.12
GA,1991,2,161.65
GA,1991,3,161.23
GA,1991,4,163.00
GA,1992,1,164.04
GA,1992,2,164.33
GA,1992,3,167.60
GA,1992,4,167.89
GA,1993,1,168.25
GA,1993,2,170.13
GA,1993,3,171.29
GA,1993,4,172.56
GA,1994,1,173.11
GA,1994,2,174.16
GA,1994,3,174.81
GA,1994,4,175.49
GA,1995,1,176.42
GA,1995,2,179.79
GA,1995,3,182.18
GA,1995,4,185.00
GA,1996,1,187.18
GA,1996,2,188.08
GA,1996,3,189.73
GA,1996,4,191.29
GA,1997,1,193.44
GA,1997,2,195.63
GA,1997,3,198.91
GA,1997,4,201.77
GA,1998,1,205.35
GA,1998,2,207.18
GA,1998,3,210.98
GA,1998,4,214.12
GA,1999,1,216.99
GA,1999,2,220.28
GA,1999,3,224.18
GA,1999,4,226.76
GA,2000,1,229.79
GA,2000,2,233.53
GA,2000,3,237.34
GA,2000,4,241.20
GA,2001,1,247.97
GA,2001,2,251.01
GA,2001,3,254.23
GA,2001,4,257.52
GA,2002,1,259.74
GA,2002,2,261.70
GA,2002,3,265.98
GA,2002,4,269.04
GA,2003,1,271.11
GA,2003,2,272.94
GA,2003,3,274.60
GA,2003,4,278.17
GA,2004,1,282.00
GA,2004,2,283.92
GA,2004,3,287.81
GA,2004,4,292.35
GA,2005,1,296.13
GA,2005,2,300.13
GA,2005,3,305.11
GA,2005,4,309.14
GA,2006,1,312.27
GA,2006,2,314.13
GA,2006,3,316.66
GA,2006,4,322.60
GA,2007,1,325.22
GA,2007,2,326.31
GA,2007,3,324.24
GA,2007,4,326.36
GA,2008,1,326.68
GA,2008,2,321.66
GA,2008,3,312.89
GA,2008,4,311.56
GA,2009,1,318.35
GA,2009,2,308.63
GA,2009,3,296.04
GA,2009,4,291.76
GA,2010,1,286.14
GA,2010,2,279.98
GA,2010,3,282.81
GA,2010,4,279.05
GA,2011,1,268.87
GA,2011,2,257.30
GA,2011,3,258.75
GA,2011,4,258.18
GA,2012,1,251.53
GA,2012,2,247.06
GA,2012,3,250.17
GA,2012,4,253.21
GA,2013,1,253.54
GA,2013,2,259.43
GA,2013,3,262.95
GA,2013,4,266.33
GA,2014,1,270.13
GA,2014,2,276.69
GA,2014,3,281.94
GA,2014,4,283.96
GA,2015,1,288.16
GA,2015,2,295.03
GA,2015,3,298.69
GA,2015,4,301.16
GA,2016,1,304.01
GA,2016,2,312.29
GA,2016,3,318.30
GA,2016,4,320.93
GA,2017,1,322.98
GA,2017,2,331.62
GA,2017,3,336.60
GA,2017,4,340.05
GA,2018,1,347.71
GA,2018,2,355.92
GA,2018,3,361.83
GA,2018,4,363.95
GA,2019,1,369.23
GA,2019,2,376.85
GA,2019,3,382.30
GA,2019,4,386.08
GA,2020,1,391.96
GA,2020,2,396.05
GA,2020,3,403.83
GA,2020,4,412.30
GA,2021,1,424.50
GA,2021,2,448.88
GA,2021,3,476.08
GA,2021,4,500.39
GA,2022,1,525.06
GA,2022,2,562.21
GA,2022,3,578.75
GA,2022,4,579.48
GA,2023,1,585.02
GA,2023,2,601.77
GA,2023,3,614.11
GA,2023,4,619.47
GA,2024,1,625.09
GA,2024,2,638.71
HI,1975,1,63.02
HI,1975,2,53.76
HI,1975,3,55.93
HI,1975,4,55.63
HI,1976,1,53.48
HI,1976,2,54.42
HI,1976,3,56.56
HI,1976,4,56.19
HI,1977,1,55.84
HI,1977,2,58.87
HI,1977,3,60.52
HI,1977,4,62.47
HI,1978,1,65.71
HI,1978,2,65.15
HI,1978,3,67.30
HI,1978,4,74.78
HI,1979,1,73.80
HI,1979,2,81.66
HI,1979,3,89.16
HI,1979,4,92.34
HI,1980,1,100.00
HI,1980,2,101.08
HI,1980,3,100.16
HI,1980,4,106.98
HI,1981,1,101.64
HI,1981,2,97.57
HI,1981,3,86.42
HI,1981,4,49.18
HI,1982,1,112.01
HI,1982,2,103.40
HI,1982,3,99.89
HI,1982,4,85.07
HI,1983,1,101.78
HI,1983,2,105.79
HI,1983,3,111.74
HI,1983,4,105.69
HI,1984,1,107.62
HI,1984,2,112.85
HI,1984,3,109.78
HI,1984,4,108.61
HI,1985,1,114.04
HI,1985,2,112.40
HI,1985,3,116.33
HI,1985,4,117.36
HI,1986,1,119.17
HI,1986,2,119.47
HI,1986,3,120.35
HI,1986,4,123.24
HI,1987,1,127.31
HI,1987,2,130.32
HI,1987,3,132.37
HI,1987,4,135.33
HI,1988,1,143.87
HI,1988,2,150.78
HI,1988,3,154.77
HI,1988,4,165.79
HI,1989,1,178.37
HI,1989,2,182.89
HI,1989,3,195.11
HI,1989,4,202.00
HI,1990,1,216.88
HI,1990,2,230.39
HI,1990,3,241.13
HI,1990,4,250.44
HI,1991,1,256.10
HI,1991,2,258.69
HI,1991,3,258.69
HI,1991,4,262.53
HI,1992,1,261.88
HI,1992,2,261.37
HI,1992,3,263.10
HI,1992,4,263.94
HI,1993,1,263.30
HI,1993,2,264.58
HI,1993,3,263.65
HI,1993,4,264.96
HI,1994,1,265.78
HI,1994,2,262.82
HI,1994,3,264.16
HI,1994,4,257.28
HI,1995,1,256.06
HI,1995,2,259.79
HI,1995,3,259.84
HI,1995,4,261.01
HI,1996,1,255.64
HI,1996,2,250.15
HI,1996,3,241.49
HI,1996,4,238.33
HI,1997,1,235.52
HI,1997,2,229.04
HI,1997,3,229.25
HI,1997,4,228.20
HI,1998,1,229.87
HI,1998,2,229.83
HI,1998,3,230.70
HI,1998,4,229.77
HI,1999,1,228.70
HI,1999,2,227.26
HI,1999,3,223.23
HI,1999,4,223.29
HI,2000,1,229.88
HI,2000,2,229.42
HI,2000,3,232.45
HI,2000,4,237.72
HI,2001,1,245.69
HI,2001,2,249.23
HI,2001,3,253.47
HI,2001,4,257.44
HI,2002,1,261.36
HI,2002,2,267.17
HI,2002,3,275.44
HI,2002,4,279.02
HI,2003,1,286.99
HI,2003,2,294.05
HI,2003,3,302.39
HI,2003,4,319.57
HI,2004,1,334.52
HI,2004,2,353.65
HI,2004,3,387.53
HI,2004,4,401.59
HI,2005,1,420.75
HI,2005,2,445.57
HI,2005,3,473.35
HI,2005,4,499.83
HI,2006,1,518.53
HI,2006,2,522.81
HI,2006,3,532.59
HI,2006,4,530.82
HI,2007,1,537.36
HI,2007,2,539.13
HI,2007,3,535.84
HI,2007,4,533.88
HI,2008,1,529.07
HI,2008,2,518.03
HI,2008,3,502.57
