State,Year,Quarter,HPI
HI,2008,4,493.74
HI,2009,1,490.41
HI,2009,2,469.88
HI,2009,3,456.42
HI,2009,4,449.96
HI,2010,1,449.33
HI,2010,2,446.31
HI,2010,3,449.05
HI,2010,4,449.26
HI,2011,1,440.11
HI,2011,2,440.74
HI,2011,3,443.48
HI,2011,4,443.54
HI,2012,1,445.17
HI,2012,2,441.93
HI,2012,3,450.18
HI,2012,4,454.65
HI,2013,1,457.21
HI,2013,2,467.43
HI,2013,3,475.89
HI,2013,4,487.27
HI,2014,1,490.83
HI,2014,2,498.24
HI,2014,3,508.34
HI,2014,4,515.03
HI,2015,1,526.78
HI,2015,2,530.40
HI,2015,3,538.20
HI,2015,4,544.77
HI,2016,1,559.08
HI,2016,2,561.87
HI,2016,3,573.18
HI,2016,4,578.69
HI,2017,1,579.21
HI,2017,2,587.37
HI,2017,3,596.36
HI,2017,4,599.58
HI,2018,1,605.76
HI,2018,2,611.90
HI,2018,3,615.83
HI,2018,4,619.30
HI,2019,1,626.54
HI,2019,2,628.32
HI,2019,3,634.38
HI,2019,4,639.77
HI,2020,1,639.78
HI,2020,2,647.92
HI,2020,3,641.39
HI,2020,4,651.85
HI,2021,1,661.24
HI,2021,2,695.44
HI,2021,3,723.73
HI,2021,4,758.76
HI,2022,1,796.67
HI,2022,2,840.63
HI,2022,3,890.30
HI,2022,4,886.64
HI,2023,1,873.05
HI,2023,2,894.43
HI,2023,3,890.81
HI,2023,4,895.41
HI,2024,1,905.75
HI,2024,2,928.79
IA,1975,1,59.07
IA,1975,2,63.49
IA,1975,3,63.72
IA,1975,4,65.16
IA,1976,1,67.78
IA,1976,2,70.00
IA,1976,3,73.94
IA,1976,4,71.03
IA,1977,1,76.12
IA,1977,2,78.19
IA,1977,3,79.58
IA,1977,4,83.04
IA,1978,1,85.40
IA,1978,2,89.61
IA,1978,3,90.87
IA,1978,4,94.87
IA,1979,1,95.89
IA,1979,2,99.11
IA,1979,3,102.25
IA,1979,4,101.09
IA,1980,1,100.00
IA,1980,2,100.61
IA,1980,3,101.35
IA,1980,4,97.23
IA,1981,1,94.82
IA,1981,2,93.10
IA,1981,3,88.31
IA,1981,4,102.33
IA,1982,1,95.46
IA,1982,2,96.52
IA,1982,3,86.39
IA,1982,4,94.63
IA,1983,1,98.02
IA,1983,2,98.85
IA,1983,3,98.40
IA,1983,4,98.28
IA,1984,1,98.31
IA,1984,2,100.34
IA,1984,3,99.17
IA,1984,4,100.66
IA,1985,1,101.26
IA,1985,2,101.19
IA,1985,3,102.73
IA,1985,4,101.95
IA,1986,1,102.99
IA,1986,2,103.55
IA,1986,3,103.98
IA,1986,4,103.60
IA,1987,1,105.16
IA,1987,2,105.16
IA,1987,3,105.25
IA,1987,4,101.81
IA,1988,1,104.23
IA,1988,2,105.85
IA,1988,3,108.04
IA,1988,4,107.49
IA,1989,1,109.62
IA,1989,2,110.74
IA,1989,3,112.80
IA,1989,4,113.77
IA,1990,1,115.36
IA,1990,2,116.77
IA,1990,3,118.33
IA,1990,4,119.32
IA,1991,1,120.89
IA,1991,2,122.24
IA,1991,3,123.32
IA,1991,4,125.20
IA,1992,1,125.56
IA,1992,2,127.63
IA,1992,3,129.28
IA,1992,4,130.42
IA,1993,1,131.61
IA,1993,2,133.50
IA,1993,3,136.20
IA,1993,4,137.76
IA,1994,1,140.36
IA,1994,2,143.92
IA,1994,3,146.64
IA,1994,4,146.72
IA,1995,1,148.40
IA,1995,2,151.64
IA,1995,3,153.75
IA,1995,4,155.19
IA,1996,1,157.35
IA,1996,2,158.65
IA,1996,3,160.09
IA,1996,4,161.09
IA,1997,1,162.64
IA,1997,2,164.48
IA,1997,3,166.94
IA,1997,4,168.35
IA,1998,1,170.55
IA,1998,2,172.73
IA,1998,3,174.60
IA,1998,4,176.76
IA,1999,1,178.37
IA,1999,2,181.01
IA,1999,3,182.11
IA,1999,4,183.30
IA,2000,1,185.23
IA,2000,2,187.67
IA,2000,3,190.16
IA,2000,4,191.58
IA,2001,1,195.63
IA,2001,2,197.76
IA,2001,3,199.06
IA,2001,4,201.53
IA,2002,1,203.27
IA,2002,2,204.28
IA,2002,3,206.85
IA,2002,4,208.62
IA,2003,1,209.93
IA,2003,2,211.52
IA,2003,3,214.13
IA,2003,4,217.49
IA,2004,1,219.13
IA,2004,2,221.40
IA,2004,3,224.52
IA,2004,4,227.03
IA,2005,1,229.61
IA,2005,2,232.39
IA,2005,3,236.10
IA,2005,4,237.92
IA,2006,1,237.85
IA,2006,2,239.31
IA,2006,3,240.72
IA,2006,4,242.67
IA,2007,1,243.53
IA,2007,2,245.64
IA,2007,3,245.53
IA,2007,4,246.89
IA,2008,1,248.30
IA,2008,2,246.88
IA,2008,3,245.01
IA,2008,4,246.09
IA,2009,1,248.49
IA,2009,2,246.92
IA,2009,3,245.50
IA,2009,4,244.89
IA,2010,1,242.97
IA,2010,2,243.80
IA,2010,3,246.12
IA,2010,4,246.10
IA,2011,1,243.81
IA,2011,2,242.28
IA,2011,3,244.58
IA,2011,4,245.66
IA,2012,1,245.64
IA,2012,2,245.54
IA,2012,3,247.49
IA,2012,4,248.53
IA,2013,1,248.94
IA,2013,2,250.57
IA,2013,3,251.56
IA,2013,4,251.70
IA,2014,1,251.45
IA,2014,2,254.85
IA,2014,3,257.61
IA,2014,4,258.85
IA,2015,1,259.83
IA,2015,2,263.16
IA,2015,3,265.60
IA,2015,4,267.18
IA,2016,1,268.73
IA,2016,2,271.52
IA,2016,3,275.37
IA,2016,4,276.57
IA,2017,1,278.45
IA,2017,2,282.26
IA,2017,3,285.69
IA,2017,4,286.72
IA,2018,1,287.81
IA,2018,2,293.43
IA,2018,3,295.57
IA,2018,4,296.21
IA,2019,1,297.93
IA,2019,2,301.68
IA,2019,3,304.74
IA,2019,4,306.70
IA,2020,1,308.80
IA,2020,2,310.39
IA,2020,3,313.40
IA,2020,4,318.20
IA,2021,1,321.51
IA,2021,2,337.01
IA,2021,3,351.34
IA,2021,4,358.22
IA,2022,1,365.82
IA,2022,2,389.48
IA,2022,3,397.55
IA,2022,4,395.73
IA,2023,1,398.70
IA,2023,2,410.79
IA,2023,3,418.52
IA,2023,4,420.09
IA,2024,1,423.10
IA,2024,2,435.78
ID,1975,1,69.98
ID,1975,2,65.04
ID,1975,3,57.09
ID,1975,4,61.86
ID,1976,1,56.57
ID,1976,2,73.89
ID,1976,3,64.55
ID,1976,4,60.56
ID,1977,1,72.97
ID,1977,2,81.17
ID,1977,3,76.20
ID,1977,4,81.50
ID,1978,1,92.28
ID,1978,2,89.20
ID,1978,3,92.15
ID,1978,4,89.21
ID,1979,1,101.87
ID,1979,2,96.36
ID,1979,3,98.97
ID,1979,4,101.29
ID,1980,1,100.00
ID,1980,2,102.59
ID,1980,3,106.06
ID,1980,4,102.49
ID,1981,1,110.06
ID,1981,2,101.61
ID,1981,3,103.07
ID,1981,4,118.09
ID,1982,1,94.04
ID,1982,2,109.45
ID,1982,3,105.70
ID,1982,4,110.76
ID,1983,1,110.49
ID,1983,2,106.63
ID,1983,3,106.56
ID,1983,4,108.40
ID,1984,1,110.26
ID,1984,2,108.86
ID,1984,3,110.50
ID,1984,4,113.21
ID,1985,1,108.16
ID,1985,2,113.53
ID,1985,3,114.96
ID,1985,4,112.39
ID,1986,1,115.10
ID,1986,2,112.82
ID,1986,3,114.51
ID,1986,4,114.94
ID,1987,1,116.29
ID,1987,2,113.94
ID,1987,3,110.51
ID,1987,4,110.57
ID,1988,1,113.13
ID,1988,2,114.39
ID,1988,3,111.96
ID,1988,4,111.84
ID,1989,1,115.20
ID,1989,2,116.09
ID,1989,3,117.56
ID,1989,4,118.48
ID,1990,1,120.45
ID,1990,2,124.99
ID,1990,3,127.93
ID,1990,4,126.85
ID,1991,1,130.35
ID,1991,2,130.77
ID,1991,3,133.65
ID,1991,4,136.68
ID,1992,1,138.20
ID,1992,2,139.62
ID,1992,3,142.88
ID,1992,4,146.74
ID,1993,1,147.93
ID,1993,2,152.74
ID,1993,3,156.94
ID,1993,4,159.84
ID,1994,1,160.83
ID,1994,2,166.61
ID,1994,3,168.53
ID,1994,4,169.52
ID,1995,1,170.56
ID,1995,2,174.66
ID,1995,3,177.69
ID,1995,4,179.78
ID,1996,1,182.05
ID,1996,2,180.45
ID,1996,3,181.11
ID,1996,4,182.52
ID,1997,1,184.31
ID,1997,2,184.68
ID,1997,3,187.46
ID,1997,4,189.83
ID,1998,1,191.96
ID,1998,2,192.77
ID,1998,3,193.76
ID,1998,4,195.13
ID,1999,1,196.94
ID,1999,2,197.93
ID,1999,3,196.24
ID,1999,4,195.63
ID,2000,1,198.73
ID,2000,2,198.64
ID,2000,3,200.28
ID,2000,4,202.39
ID,2001,1,207.71
ID,2001,2,209.98
ID,2001,3,211.05
ID,2001,4,213.48
ID,2002,1,213.91
ID,2002,2,214.93
ID,2002,3,218.24
ID,2002,4,220.49
ID,2003,1,222.54
ID,2003,2,224.40
ID,2003,3,226.24
ID,2003,4,229.27
ID,2004,1,232.07
ID,2004,2,238.12
ID,2004,3,246.23
ID,2004,4,252.51
ID,2005,1,258.79
ID,2005,2,270.60
ID,2005,3,286.62
ID,2005,4,299.74
ID,2006,1,310.25
ID,2006,2,322.06
ID,2006,3,331.07
ID,2006,4,339.14
ID,2007,1,344.05
ID,2007,2,344.92
ID,2007,3,345.42
ID,2007,4,345.46
ID,2008,1,346.89
ID,2008,2,338.92
ID,2008,3,329.46
ID,2008,4,329.50
ID,2009,1,330.44
ID,2009,2,319.26
ID,2009,3,305.40
ID,2009,4,300.29
ID,2010,1,290.60
ID,2010,2,285.63
ID,2010,3,284.72
ID,2010,4,277.83
ID,2011,1,262.59
ID,2011,2,253.10
ID,2011,3,258.19
ID,2011,4,262.71
ID,2012,1,260.53
ID,2012,2,257.45
ID,2012,3,263.32
ID,2012,4,267.03
ID,2013,1,269.62
ID,2013,2,272.35
ID,2013,3,280.82
ID,2013,4,281.03
ID,2014,1,285.30
ID,2014,2,290.99
ID,2014,3,295.06
ID,2014,4,296.31
ID,2015,1,301.85
ID,2015,2,307.30
ID,2015,3,313.64
ID,2015,4,318.19
ID,2016,1,322.72
ID,2016,2,328.76
ID,2016,3,339.67
ID,2016,4,341.18
ID,2017,1,347.79
ID,2017,2,361.34
ID,2017,3,369.32
ID,2017,4,374.95
ID,2018,1,387.02
ID,2018,2,404.36
ID,2018,3,416.26
ID,2018,4,423.62
ID,2019,1,432.43
ID,2019,2,447.33
ID,2019,3,457.58
ID,2019,4,468.23
ID,2020,1,478.69
ID,2020,2,487.74
ID,2020,3,506.68
ID,2020,4,530.36
ID,2021,1,558.88
ID,2021,2,618.43
ID,2021,3,669.18
ID,2021,4,692.51
ID,2022,1,716.66
ID,2022,2,769.10
ID,2022,3,768.30
ID,2022,4,740.82
ID,2023,1,743.21
ID,2023,2,749.04
ID,2023,3,764.69
ID,2023,4,748.37
ID,2024,1,762.92
ID,2024,2,777.46
IL,1975,1,66.12
IL,1975,2,62.31
IL,1975,3,64.03
IL,1975,4,66.73
IL,1976,1,67.85
IL,1976,2,70.28
IL,1976,3,73.46
IL,1976,4,73.19
IL,1977,1,80.40
IL,1977,2,83.87
IL,1977,3,83.24
IL,1977,4,88.74
IL,1978,1,90.97
IL,1978,2,98.23
IL,1978,3,99.54
IL,1978,4,102.10
IL,1979,1,97.61
IL,1979,2,102.57
IL,1979,3,101.25
IL,1979,4,99.51
IL,1980,1,100.00
IL,1980,2,100.97
IL,1980,3,102.53
IL,1980,4,95.57
IL,1981,1,101.83
IL,1981,2,106.67
IL,1981,3,102.88
IL,1981,4,104.48
IL,1982,1,94.76
IL,1982,2,94.55
IL,1982,3,86.84
IL,1982,4,102.39
IL,1983,1,100.83
IL,1983,2,104.26
IL,1983,3,105.53
IL,1983,4,106.74
IL,1984,1,107.47
IL,1984,2,110.24
IL,1984,3,110.87
IL,1984,4,112.40
IL,1985,1,113.26
IL,1985,2,114.62
IL,1985,3,116.01
IL,1985,4,117.96
IL,1986,1,119.75
IL,1986,2,122.40
IL,1986,3,125.11
IL,1986,4,128.04
IL,1987,1,130.48
IL,1987,2,135.18
IL,1987,3,138.36
IL,1987,4,140.25
IL,1988,1,143.26
IL,1988,2,147.82
IL,1988,3,151.18
IL,1988,4,152.48
IL,1989,1,155.51
IL,1989,2,158.48
IL,1989,3,162.03
IL,1989,4,163.92
IL,1990,1,165.81
IL,1990,2,167.66
IL,1990,3,169.63
IL,1990,4,170.10
IL,1991,1,172.14
IL,1991,2,173.97
IL,1991,3,175.18
IL,1991,4,177.58
IL,1992,1,178.77
IL,1992,2,180.36
IL,1992,3,182.09
IL,1992,4,183.72
IL,1993,1,184.84
IL,1993,2,186.54
IL,1993,3,188.47
IL,1993,4,190.14
IL,1994,1,192.75
IL,1994,2,195.47
IL,1994,3,197.18
IL,1994,4,197.51
IL,1995,1,199.48
IL,1995,2,202.36
IL,1995,3,204.80
IL,1995,4,206.67
IL,1996,1,208.86
IL,1996,2,209.58
IL,1996,3,210.52
IL,1996,4,212.58
IL,1997,1,213.96
IL,1997,2,215.50
IL,1997,3,217.69
IL,1997,4,219.71
IL,1998,1,221.61
IL,1998,2,222.48
IL,1998,3,224.62
IL,1998,4,226.31
IL,1999,1,228.34
IL,1999,2,231.03
IL,1999,3,234.43
IL,1999,4,236.76
IL,2000,1,241.43
IL,2000,2,245.55
IL,2000,3,249.62
IL,2000,4,252.45
IL,2001,1,255.76
IL,2001,2,260.21
IL,2001,3,265.04
IL,2001,4,267.49
IL,2002,1,272.11
IL,2002,2,276.93
IL,2002,3,280.50
IL,2002,4,283.69
IL,2003,1,286.67
IL,2003,2,289.59
IL,2003,3,293.68
IL,2003,4,302.85
IL,2004,1,306.13
IL,2004,2,313.13
IL,2004,3,323.42
IL,2004,4,328.06
IL,2005,1,334.81
IL,2005,2,342.64
IL,2005,3,349.79
IL,2005,4,356.16
IL,2006,1,360.85
IL,2006,2,363.67
IL,2006,3,366.44
IL,2006,4,370.54
IL,2007,1,372.80
IL,2007,2,371.56
IL,2007,3,368.54
IL,2007,4,369.75
IL,2008,1,368.14
IL,2008,2,360.66
IL,2008,3,348.46
IL,2008,4,347.32
IL,2009,1,345.84
IL,2009,2,335.93
IL,2009,3,325.36
IL,2009,4,322.16
IL,2010,1,316.88
IL,2010,2,313.17
IL,2010,3,316.40
IL,2010,4,314.25
IL,2011,1,303.50
IL,2011,2,297.23
IL,2011,3,299.41
IL,2011,4,299.31
IL,2012,1,295.49
IL,2012,2,291.68
IL,2012,3,295.07
IL,2012,4,295.10
IL,2013,1,293.17
IL,2013,2,295.00
IL,2013,3,295.57
IL,2013,4,296.61
IL,2014,1,297.40
IL,2014,2,302.93
IL,2014,3,307.14
IL,2014,4,308.32
IL,2015,1,311.78
IL,2015,2,314.48
IL,2015,3,315.56
IL,2015,4,317.00
IL,2016,1,318.42
IL,2016,2,322.66
IL,2016,3,327.33
IL,2016,4,328.18
IL,2017,1,326.78
IL,2017,2,331.04
IL,2017,3,334.91
IL,2017,4,335.52
IL,2018,1,337.21
IL,2018,2,339.38
IL,2018,3,340.55
IL,2018,4,339.92
IL,2019,1,342.98
IL,2019,2,347.99
IL,2019,3,351.33
IL,2019,4,352.99
IL,2020,1,354.58
IL,2020,2,356.53
IL,2020,3,360.33
IL,2020,4,364.81
IL,2021,1,369.15
IL,2021,2,385.77
IL,2021,3,399.27
IL,2021,4,408.50
IL,2022,1,419.30
IL,2022,2,444.86
IL,2022,3,450.20
IL,2022,4,445.17
IL,2023,1,449.37
IL,2023,2,467.53
IL,2023,3,479.40
IL,2023,4,479.97
IL,2024,1,487.10
IL,2024,2,503.05
IN,1975,1,66.17
IN,1975,2,60.84
IN,1975,3,62.16
IN,1975,4,63.45
IN,1976,1,62.39
IN,1976,2,65.86
IN,1976,3,65.80
IN,1976,4,68.77
IN,1977,1,71.45
IN,1977,2,71.33
IN,1977,3,74.24
IN,1977,4,78.10
IN,1978,1,82.36
IN,1978,2,84.83
IN,1978,3,87.19
IN,1978,4,89.82
IN,1979,1,93.40
IN,1979,2,96.67
IN,1979,3,98.10
IN,1979,4,98.03
IN,1980,1,100.00
IN,1980,2,99.59
IN,1980,3,102.35
IN,1980,4,101.60
IN,1981,1,104.11
IN,1981,2,103.06
IN,1981,3,105.01
IN,1981,4,106.97
IN,1982,1,104.79
IN,1982,2,103.94
IN,1982,3,95.47
IN,1982,4,104.18
IN,1983,1,106.23
IN,1983,2,106.31
IN,1983,3,106.00
IN,1983,4,105.50
IN,1984,1,105.41
IN,1984,2,108.04
IN,1984,3,107.01
IN,1984,4,109.18
IN,1985,1,110.07
IN,1985,2,111.56
IN,1985,3,112.19
IN,1985,4,113.87
IN,1986,1,115.20
IN,1986,2,117.18
IN,1986,3,118.96
IN,1986,4,120.50
IN,1987,1,122.23
IN,1987,2,123.73
IN,1987,3,125.24
IN,1987,4,125.65
IN,1988,1,128.43
IN,1988,2,130.13
IN,1988,3,130.79
IN,1988,4,132.08
IN,1989,1,133.14
IN,1989,2,135.02
IN,1989,3,137.39
IN,1989,4,137.89
IN,1990,1,138.74
IN,1990,2,140.13
IN,1990,3,141.44
IN,1990,4,141.92
IN,1991,1,144.10
IN,1991,2,145.31
IN,1991,3,146.39
IN,1991,4,148.53
IN,1992,1,149.82
IN,1992,2,151.14
IN,1992,3,153.47
IN,1992,4,154.28
IN,1993,1,155.33
IN,1993,2,156.90
IN,1993,3,158.78
IN,1993,4,160.30
IN,1994,1,161.99
IN,1994,2,164.41
IN,1994,3,166.33
IN,1994,4,166.54
IN,1995,1,168.61
IN,1995,2,171.57
IN,1995,3,174.58
IN,1995,4,176.54
IN,1996,1,178.74
IN,1996,2,180.46
IN,1996,3,181.82
IN,1996,4,184.09
IN,1997,1,185.46
IN,1997,2,187.38
IN,1997,3,190.10
IN,1997,4,192.52
IN,1998,1,194.32
IN,1998,2,196.03
IN,1998,3,198.26
IN,1998,4,199.99
IN,1999,1,201.87
IN,1999,2,202.91
IN,1999,3,204.07
IN,1999,4,205.07
IN,2000,1,206.65
IN,2000,2,208.40
IN,2000,3,211.25
IN,2000,4,213.17
IN,2001,1,217.66
IN,2001,2,219.45
IN,2001,3,220.97
IN,2001,4,222.95
IN,2002,1,224.60
IN,2002,2,225.27
IN,2002,3,227.71
IN,2002,4,228.75
IN,2003,1,230.58
IN,2003,2,231.72
IN,2003,3,233.34
IN,2003,4,235.41
IN,2004,1,236.71
IN,2004,2,237.49
IN,2004,3,240.12
IN,2004,4,242.76
IN,2005,1,244.40
IN,2005,2,246.53
IN,2005,3,250.19
IN,2005,4,250.70
IN,2006,1,250.70
IN,2006,2,250.30
IN,2006,3,251.71
IN,2006,4,254.29
IN,2007,1,255.05
IN,2007,2,255.89
IN,2007,3,254.87
IN,2007,4,255.27
IN,2008,1,257.24
IN,2008,2,255.30
IN,2008,3,251.36
IN,2008,4,250.97
IN,2009,1,254.88
IN,2009,2,250.83
IN,2009,3,246.43
IN,2009,4,246.42
IN,2010,1,243.00
IN,2010,2,243.28
IN,2010,3,246.44
IN,2010,4,245.95
IN,2011,1,240.47
IN,2011,2,238.42
IN,2011,3,241.26
IN,2011,4,242.55
IN,2012,1,240.35
IN,2012,2,239.88
IN,2012,3,242.05
IN,2012,4,242.67
IN,2013,1,242.68
IN,2013,2,243.06
IN,2013,3,243.85
IN,2013,4,243.91
IN,2014,1,243.67
IN,2014,2,247.62
IN,2014,3,250.00
IN,2014,4,251.23
IN,2015,1,254.13
IN,2015,2,257.33
IN,2015,3,258.08
IN,2015,4,259.99
IN,2016,1,260.06
IN,2016,2,264.98
IN,2016,3,268.95
IN,2016,4,270.50
IN,2017,1,271.07
IN,2017,2,276.14
IN,2017,3,280.89
IN,2017,4,283.05
IN,2018,1,287.79
IN,2018,2,294.52
IN,2018,3,298.30
IN,2018,4,300.57
IN,2019,1,304.56
IN,2019,2,310.20
IN,2019,3,314.99
IN,2019,4,318.25
IN,2020,1,321.85
IN,2020,2,325.60
IN,2020,3,332.66
IN,2020,4,340.81
IN,2021,1,347.58
IN,2021,2,367.80
IN,2021,3,385.92
IN,2021,4,399.13
IN,2022,1,411.02
IN,2022,2,436.60
IN,2022,3,446.14
IN,2022,4,444.03
IN,2023,1,447.21
IN,2023,2,468.71
IN,2023,3,475.39
IN,2023,4,477.98
IN,2024,1,478.92
IN,2024,2,494.77
KS,1975,1,61.93
KS,1975,2,62.28
KS,1975,3,63.16
KS,1975,4,64.50
KS,1976,1,66.56
KS,1976,2,67.15
KS,1976,3,68.44
KS,1976,4,70.42
KS,1977,1,72.58
KS,1977,2,75.80
KS,1977,3,77.29
KS,1977,4,79.61
KS,1978,1,82.17
KS,1978,2,84.85
KS,1978,3,88.26
KS,1978,4,90.17
KS,1979,1,92.04
KS,1979,2,94.07
KS,1979,3,97.38
KS,1979,4,97.76
KS,1980,1,100.00
KS,1980,2,101.42
KS,1980,3,102.12
KS,1980,4,103.95
KS,1981,1,98.28
KS,1981,2,103.00
KS,1981,3,103.30
KS,1981,4,104.91
KS,1982,1,103.62
KS,1982,2,104.02
KS,1982,3,104.81
KS,1982,4,105.02
KS,1983,1,105.93
KS,1983,2,108.46
KS,1983,3,106.28
KS,1983,4,107.36
KS,1984,1,107.42
KS,1984,2,107.76
KS,1984,3,107.34
KS,1984,4,107.20
KS,1985,1,108.38
KS,1985,2,108.86
KS,1985,3,109.42
KS,1985,4,110.16
KS,1986,1,112.44
KS,1986,2,112.90
KS,1986,3,113.99
KS,1986,4,114.44
KS,1987,1,115.28
KS,1987,2,117.15
KS,1987,3,116.76
KS,1987,4,116.08
KS,1988,1,116.50
KS,1988,2,117.65
KS,1988,3,116.66
KS,1988,4,118.30
KS,1989,1,117.31
KS,1989,2,119.37
KS,1989,3,118.93
KS,1989,4,119.58
KS,1990,1,119.46
KS,1990,2,119.05
KS,1990,3,119.13
KS,1990,4,118.69
KS,1991,1,119.11
KS,1991,2,120.03
KS,1991,3,120.23
KS,1991,4,121.72
KS,1992,1,122.44
KS,1992,2,122.97
KS,1992,3,124.42
KS,1992,4,124.76
KS,1993,1,125.54
KS,1993,2,126.49
KS,1993,3,128.27
KS,1993,4,129.46
KS,1994,1,131.60
KS,1994,2,135.55
KS,1994,3,137.20
KS,1994,4,138.34
KS,1995,1,139.68
KS,1995,2,142.47
KS,1995,3,143.85
KS,1995,4,145.97
KS,1996,1,146.47
KS,1996,2,149.19
KS,1996,3,150.87
KS,1996,4,152.19
KS,1997,1,152.71
KS,1997,2,155.03
KS,1997,3,156.85
KS,1997,4,158.71
KS,1998,1,160.56
KS,1998,2,162.14
KS,1998,3,164.94
KS,1998,4,166.68
KS,1999,1,168.49
KS,1999,2,171.80
KS,1999,3,173.68
KS,1999,4,174.75
KS,2000,1,178.26
KS,2000,2,179.60
KS,2000,3,182.18
KS,2000,4,183.99
KS,2001,1,187.64
KS,2001,2,189.86
KS,2001,3,191.98
KS,2001,4,193.68
KS,2002,1,196.26
KS,2002,2,198.17
KS,2002,3,200.14
KS,2002,4,201.71
KS,2003,1,203.25
KS,2003,2,204.69
KS,2003,3,206.19
KS,2003,4,209.47
KS,2004,1,211.40
KS,2004,2,213.59
KS,2004,3,215.82
KS,2004,4,218.46
KS,2005,1,220.65
KS,2005,2,223.75
KS,2005,3,226.36
KS,2005,4,227.50
KS,2006,1,228.53
KS,2006,2,230.59
KS,2006,3,232.57
KS,2006,4,234.74
KS,2007,1,236.13
KS,2007,2,238.72
KS,2007,3,238.14
KS,2007,4,238.18
KS,2008,1,239.82
KS,2008,2,238.30
KS,2008,3,235.43
KS,2008,4,235.88
KS,2009,1,238.70
KS,2009,2,237.00
KS,2009,3,235.25
KS,2009,4,234.77
KS,2010,1,233.08
KS,2010,2,232.61
KS,2010,3,235.19
KS,2010,4,235.06
KS,2011,1,231.26
KS,2011,2,227.78
KS,2011,3,230.42
KS,2011,4,232.32
KS,2012,1,230.64
KS,2012,2,229.48
KS,2012,3,231.77
KS,2012,4,232.02
KS,2013,1,232.97
KS,2013,2,231.59
KS,2013,3,234.16
KS,2013,4,233.30
KS,2014,1,234.29
KS,2014,2,237.59
KS,2014,3,241.03
KS,2014,4,240.92
KS,2015,1,242.93
KS,2015,2,245.84
KS,2015,3,248.65
KS,2015,4,248.88
KS,2016,1,250.94
KS,2016,2,256.00
KS,2016,3,259.74
KS,2016,4,261.47
KS,2017,1,261.11
KS,2017,2,268.16
KS,2017,3,270.85
KS,2017,4,271.60
KS,2018,1,275.63
KS,2018,2,280.78
KS,2018,3,281.67
KS,2018,4,284.17
KS,2019,1,286.51
KS,2019,2,291.69
KS,2019,3,294.99
KS,2019,4,296.93
KS,2020,1,301.07
KS,2020,2,303.82
KS,2020,3,310.42
KS,2020,4,316.66
KS,2021,1,322.21
KS,2021,2,340.79
KS,2021,3,355.72
KS,2021,4,362.28
KS,2022,1,374.00
KS,2022,2,397.97
KS,2022,3,404.67
KS,2022,4,399.62
KS,2023,1,402.16
KS,2023,2,423.85
KS,2023,3,432.86
KS,2023,4,430.57
KS,2024,1,441.26
KS,2024,2,454.28
KY,1975,1,64.19
KY,1975,2,65.73
KY,1975,3,66.91
KY,1975,4,68.30
KY,1976,1,69.72
KY,1976,2,68.66
KY,1976,3,69.07
KY,1976,4,69.38
KY,1977,1,69.92
KY,1977,2,73.47
KY,1977,3,76.57
KY,1977,4,78.60
KY,1978,1,81.65
KY,1978,2,83.99
KY,1978,3,88.57
KY,1978,4,91.85
KY,1979,1,95.66
KY,1979,2,97.79
KY,1979,3,96.93
KY,1979,4,99.40
KY,1980,1,100.00
KY,1980,2,101.08
KY,1980,3,101.26
KY,1980,4,104.60
KY,1981,1,107.11
KY,1981,2,105.72
KY,1981,3,103.41
KY,1981,4,103.63
KY,1982,1,106.66
KY,1982,2,106.51
KY,1982,3,104.66
KY,1982,4,107.05
KY,1983,1,108.48
KY,1983,2,109.74
KY,1983,3,110.05
KY,1983,4,109.17
KY,1984,1,112.76
KY,1984,2,110.60
KY,1984,3,112.81
KY,1984,4,112.66
KY,1985,1,114.28
KY,1985,2,115.35
KY,1985,3,114.75
KY,1985,4,117.06
KY,1986,1,118.73
KY,1986,2,120.76
KY,1986,3,120.93
KY,1986,4,123.58
KY,1987,1,125.07
KY,1987,2,126.41
KY,1987,3,129.21
KY,1987,4,129.38
KY,1988,1,131.76
KY,1988,2,132.90
KY,1988,3,135.12
KY,1988,4,136.44
KY,1989,1,138.01
KY,1989,2,138.92
KY,1989,3,141.87
KY,1989,4,142.51
KY,1990,1,143.07
KY,1990,2,144.29
KY,1990,3,145.35
KY,1990,4,145.03
KY,1991,1,147.39
KY,1991,2,148.62
KY,1991,3,149.40
KY,1991,4,151.30
KY,1992,1,152.33
KY,1992,2,153.58
KY,1992,3,155.62
KY,1992,4,156.94
KY,1993,1,157.78
KY,1993,2,159.64
KY,1993,3,160.84
KY,1993,4,162.77
KY,1994,1,165.45
KY,1994,2,169.75
KY,1994,3,171.25
KY,1994,4,173.08
KY,1995,1,175.02
KY,1995,2,177.94
KY,1995,3,180.41
KY,1995,4,182.12
KY,1996,1,184.31
KY,1996,2,186.02
KY,1996,3,187.86
KY,1996,4,189.81
KY,1997,1,192.75
KY,1997,2,193.76
KY,1997,3,196.01
KY,1997,4,198.44
KY,1998,1,200.21
KY,1998,2,202.57
KY,1998,3,205.05
KY,1998,4,207.74
KY,1999,1,209.57
KY,1999,2,211.93
KY,1999,3,213.80
KY,1999,4,215.50
KY,2000,1,218.76
KY,2000,2,220.75
KY,2000,3,222.65
KY,2000,4,225.47
KY,2001,1,229.84
KY,2001,2,231.90
KY,2001,3,233.84
KY,2001,4,235.67
KY,2002,1,237.56
KY,2002,2,239.19
KY,2002,3,241.71
KY,2002,4,243.97
